drugbank_id,entrez_id,evidence
DB06716,2557,DrugCentral (label)
DB04574,213,DrugBank (carrier)
DB00753,2557,DrugCentral (ChEMBL)
DB00623,808,DrugBank (target)
DB00145,2653,DrugBank (target)
DB00180,2908,DrugBank (target);DrugCentral (ChEMBL)
DB00215,148,DrugBank (target)
DB00966,5468,DrugBank (target)
DB00383,1128,DrugBank (target);DrugCentral (ChEMBL)
DB00091,6554,ChEMBL;DrugBank (transporter)
DB01268,1577,DrugBank (enzyme)
DB00334,1576,DrugBank (enzyme)
DB00740,1543,DrugBank (enzyme)
DB06616,9641,ChEMBL
DB06216,150,DrugBank (target);PDSP Ki
DB01049,1813,DrugBank (target)
DB00675,2099,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00857,1559,DrugBank (enzyme)
DB01126,1576,DrugBank (enzyme)
DB00818,1548,DrugBank (enzyme)
DB00956,1576,DrugBank (enzyme)
DB00842,2561,DrugBank (target)
DB00745,1557,DrugBank (enzyme)
DB00701,1576,ChEMBL;DrugBank (enzyme)
DB00774,11238,BindingDB
DB00526,4353,DrugBank (enzyme)
DB00945,1559,DrugBank (enzyme)
DB00232,6559,DrugCentral (ChEMBL)
DB00734,1815,ChEMBL;DrugBank (target)
DB00982,6257,ChEMBL
DB08827,5243,DrugBank (transporter)
DB00786,64386,DrugBank (target)
DB06691,6583,DrugBank (transporter)
DB00231,2566,DrugBank (target);DrugCentral (ChEMBL)
DB00606,9356,DrugBank (transporter)
DB00345,4363,DrugBank (transporter)
DB00527,805,DrugBank (target)
DB00577,9356,DrugBank (transporter)
DB01260,2908,DrugBank (target);DrugCentral (ChEMBL)
DB00690,2554,DrugBank (target);DrugCentral (ChEMBL)
DB00255,2100,ChEMBL;DrugBank (target)
DB00878,6581,ChEMBL
DB00250,5742,DrugBank (enzyme)
DB01336,1144,DrugCentral (ChEMBL)
DB00752,4128,DrugBank (target)
DB01025,6284,DrugBank (target)
DB00345,9376,DrugBank (transporter)
DB01348,6564,DrugBank (transporter)
DB00650,1244,DrugBank (transporter)
DB00813,4988,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01440,9194,DrugBank (transporter)
DB01356,3612,DrugBank (target);DrugCentral (ChEMBL)
DB00246,152,DrugBank (target)
DB00571,6582,DrugBank (transporter)
DB01203,154,DrugBank (target);DrugCentral (ChEMBL)
DB00811,22978,DrugBank (target)
DB00794,2555,DrugBank (target)
DB00125,6541,DrugBank (target)
DB00231,2568,DrugBank (target)
DB01095,6564,DrugBank (transporter)
DB00312,1557,DrugBank (enzyme)
DB00126,221120,DrugBank (target)
DB00501,6583,DrugBank (transporter)
DB01039,1576,DrugBank (enzyme)
DB06262,152,DrugBank (target);DrugCentral (ChEMBL)
DB01349,185,ChEMBL;DrugBank (target);DrugCentral (literature)
DB00936,9356,DrugBank (transporter)
DB00243,6335,DrugBank (target)
DB00246,6532,ChEMBL;PDSP Ki;US Patent
DB01392,1576,DrugBank (enzyme)
DB01595,200959,DrugBank (target)
DB00758,1544,DrugBank (enzyme)
DB00619,100861540,DrugBank (enzyme)
DB00458,6580,DrugBank (transporter)
DB09020,9290,PubChem
DB01016,213,DrugBank (carrier)
DB01204,5292,ChEMBL
DB08901,6714,DrugBank (target)
DB00812,9356,DrugBank (transporter)
DB00396,1551,DrugBank (enzyme)
DB00897,2556,DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00155,23564,DrugBank (target)
DB00338,1557,DrugBank (enzyme)
DB08933,1576,DrugBank (enzyme)
DB08933,1557,DrugBank (enzyme)
DB00136,7421,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00313,18,DrugBank (target)
DB01007,1571,DrugBank (enzyme)
DB00243,1565,DrugBank (enzyme)
DB00246,1577,DrugBank (enzyme)
DB00368,5460,DrugBank (transporter)
DB01169,1576,DrugBank (enzyme)
DB08828,5243,DrugBank (transporter)
DB00624,1559,DrugBank (enzyme)
DB00921,5243,DrugBank (transporter)
DB00567,6565,DrugBank (transporter)
DB01254,23235,ChEMBL;PubChem
DB01599,1066,DrugBank (target)
DB00656,3357,PDSP Ki
DB08896,4921,DrugBank (target)
DB01074,1565,DrugBank (enzyme)
DB00448,9429,DrugBank (transporter)
DB00667,3274,DrugBank (target)
DB00457,4504,ChEMBL
DB00171,55902,DrugBank (target)
DB00512,9356,DrugBank (transporter)
DB01238,5243,ChEMBL
DB08865,658,ChEMBL
DB00174,10991,DrugBank (target)
DB00738,1576,DrugBank (enzyme)
DB00307,1576,DrugBank (enzyme)
DB01236,2554,DrugBank (target);DrugCentral (ChEMBL)
DB00227,3156,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00807,6328,DrugCentral (ChEMBL)
DB00200,8029,DrugBank (target)
DB01136,7412,DrugBank (target)
DB01056,6336,DrugCentral (ChEMBL)
DB00179,1588,ChEMBL
DB00795,5742,DrugBank (target);DrugCentral (ChEMBL)
DB00872,1576,DrugBank (enzyme)
DB00624,1577,DrugBank (enzyme)
DB00968,6564,DrugBank (transporter)
DB01023,781,DrugBank (target)
DB00967,5243,DrugBank (transporter)
DB00783,1557,DrugBank (enzyme)
DB00988,6584,DrugBank (transporter)
DB01268,8899,ChEMBL
DB00286,387775,DrugBank (transporter)
DB01438,6328,DrugCentral (ChEMBL)
DB04868,5243,DrugBank (transporter)
DB00675,1551,DrugBank (enzyme)
DB01023,779,DrugBank (target)
DB06290,10599,DrugBank (transporter)
DB00515,6582,DrugBank (transporter)
DB00324,866,DrugBank (carrier)
DB00958,1318,DrugBank (transporter)
DB01595,2565,DrugBank (target)
DB00175,3156,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01144,759,DrugBank (target);DrugCentral (ChEMBL)
DB00836,805,DrugBank (target)
DB00296,1576,DrugBank (enzyme)
DB06594,3358,ChEMBL;DrugBank (target);DrugCentral (label);PDSP Ki
DB01224,152,DrugBank (target)
DB00231,1558,DrugBank (enzyme)
DB00734,1551,DrugBank (enzyme)
DB00195,1565,DrugBank (enzyme)
DB01136,3091,DrugBank (target)
DB00829,1571,DrugBank (enzyme)
DB01179,1557,DrugBank (enzyme)
DB01045,1576,DrugBank (enzyme)
DB00501,9356,DrugBank (transporter)
DB01045,1544,DrugBank (enzyme)
DB00241,2554,DrugBank (target);DrugCentral (ChEMBL)
DB01166,100861540,DrugBank (enzyme)
DB00471,10800,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01189,338567,DrugCentral (ChEMBL)
DB01238,3354,DrugBank (target)
DB00755,1577,DrugBank (enzyme)
DB00795,10599,ChEMBL
DB01268,85366,ChEMBL;PubChem
DB00091,5478,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01242,6532,DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB08906,1576,DrugBank (enzyme)
DB00199,100861540,DrugBank (enzyme)
DB01354,2898,DrugBank (target)
DB01098,23657,DrugBank (transporter)
DB00668,153,DrugBank (target);DrugCentral (ChEMBL)
DB01430,476,DrugBank (target)
DB00168,9376,DrugBank (transporter)
DB00345,5243,DrugBank (transporter)
DB00418,1558,DrugBank (enzyme)
DB01580,1565,DrugBank (enzyme)
DB01167,1551,DrugBank (enzyme)
DB00672,6565,DrugBank (transporter)
DB00172,5478,DrugBank (target)
DB00390,476,DrugBank (target);DrugCentral (ChEMBL)
DB00753,3776,DrugCentral (ChEMBL)
DB00550,1733,DrugCentral (ChEMBL)
DB01238,3351,DrugBank (target);PDSP Ki
DB08865,6790,ChEMBL
DB01406,1576,DrugBank (enzyme)
DB00852,153,DrugBank (target)
DB00679,1559,DrugBank (enzyme)
DB01595,2564,DrugBank (target)
DB01083,5406,ChEMBL;DrugBank (target);DrugCentral (label)
DB00171,157,DrugBank (target)
DB00678,5243,DrugBank (transporter)
DB00242,6240,DrugBank (target)
DB00564,1544,DrugBank (enzyme)
DB00143,2739,DrugBank (target)
DB08835,206358,DrugBank (transporter)
DB00683,2566,DrugBank (target);DrugCentral (ChEMBL)
DB00343,5243,DrugBank (transporter)
DB01101,978,DrugBank (enzyme)
DB00367,6462,ChEMBL
DB04786,5029,DrugBank (target)
DB00967,3269,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00541,10928,DrugBank (transporter)
DB09028,1143,PDSP Ki
DB00436,3778,DrugBank (target)
DB08897,1129,ChEMBL;DrugBank (target)
DB00393,775,DrugBank (target);DrugCentral (ChEMBL)
DB00175,9429,DrugBank (transporter)
DB00091,5530,ChEMBL
DB00850,3362,PDSP Ki
DB01590,1576,DrugBank (enzyme)
DB00799,5916,DrugBank (target);DrugCentral (ChEMBL)
DB00790,6565,DrugBank (transporter)
DB00150,1644,DrugBank (enzyme)
DB06802,5742,DrugBank (target);DrugCentral (ChEMBL)
DB01559,1562,DrugBank (enzyme)
DB00325,43,ChEMBL
DB00159,2182,DrugBank (target)
DB01149,1551,DrugBank (enzyme)
DB00762,1066,DrugBank (enzyme)
DB01337,1131,DrugBank (target)
DB00360,7054,DrugBank (target)
DB00198,10257,DrugBank (transporter)
DB00312,2555,DrugBank (target)
DB00331,4535,DrugCentral (ChEMBL)
DB00541,10383,DrugCentral (literature)
DB00959,2908,DrugBank (target);DrugCentral (ChEMBL);DrugCentral (label)
DB01076,54659,DrugBank (enzyme)
DB00722,6564,DrugBank (transporter)
DB00753,805,DrugBank (target)
DB00131,5292,DrugBank (target)
DB01087,1565,DrugBank (enzyme)
DB01175,6532,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00526,2944,DrugBank (enzyme)
DB00125,84889,DrugBank (target)
DB00786,4319,DrugBank (target)
DB01053,10599,DrugBank (transporter)
DB00364,213,DrugBank (carrier)
DB00317,1543,DrugBank (enzyme)
DB01114,1576,DrugBank (enzyme)
DB04920,1557,DrugBank (enzyme)
DB01338,1129,DrugBank (target)
DB01268,3815,DrugBank (target);DrugCentral (ChEMBL)
DB04868,2049,ChEMBL
DB00141,8703,DrugBank (target)
DB00216,1548,DrugBank (enzyme)
DB00231,2558,DrugBank (target)
DB00115,842,PubChem
DB00751,1576,DrugBank (enzyme)
DB08834,23657,DrugBank (transporter)
DB00651,5143,DrugBank (target)
DB06695,7364,DrugBank (enzyme)
DB00866,1565,DrugBank (enzyme)
DB01244,5153,DrugBank (target)
DB00640,1803,ChEMBL
DB01392,3357,DrugBank (target);PDSP Ki
DB01294,213,DrugBank (carrier)
DB06637,3756,DrugCentral (ChEMBL)
DB00819,771,ChEMBL;DrugCentral (ChEMBL)
DB08871,347733,DrugCentral (literature)
DB01215,2564,DrugBank (target)
DB05266,5143,DrugBank (target)
DB00133,10993,DrugBank (target)
DB08871,203068,DrugCentral (literature)
DB00457,151,DrugBank (target)
DB08865,2045,ChEMBL
DB01424,1576,DrugBank (enzyme)
DB00749,7364,DrugBank (enzyme)
DB01212,6564,DrugBank (transporter)
DB00381,1551,DrugBank (enzyme)
DB00224,1565,DrugBank (enzyme)
DB00361,10382,DrugCentral (literature)
DB00119,9121,DrugBank (target)
DB01160,9356,DrugBank (transporter)
DB01110,1588,ChEMBL;DrugBank (enzyme)
DB00170,1543,DrugBank (enzyme)
DB08899,5243,DrugBank (transporter)
DB08909,5406,DrugBank (enzyme)
DB01583,7276,DrugBank (carrier)
DB00758,1576,DrugBank (enzyme)
DB00152,6580,DrugBank (transporter)
DB01244,9254,DrugBank (target)
DB00945,4792,DrugBank (target)
DB00277,134,DrugBank (target);DrugCentral (ChEMBL)
DB01583,1558,DrugBank (enzyme)
DB06637,3737,DrugBank (target);DrugCentral (ChEMBL)
DB01239,1131,DrugBank (target)
DB01029,54659,DrugBank (enzyme)
DB00123,117247,DrugBank (transporter)
DB00988,4129,DrugBank (enzyme)
DB00150,7166,DrugBank (enzyme)
DB00731,1559,DrugBank (enzyme)
DB00983,1548,DrugBank (enzyme)
DB01336,1129,DrugBank (target)
DB00715,6530,ChEMBL;DrugBank (target)
DB00363,1815,ChEMBL;DrugBank (target)
DB00562,759,DrugBank (target)
DB00705,100861540,DrugBank (enzyme)
DB01595,2567,DrugBank (target)
DB00617,8911,DrugBank (target);DrugCentral (ChEMBL)
DB00575,6530,ChEMBL;PDSP Ki
DB06795,768,ChEMBL
DB01351,2559,DrugBank (target)
DB01392,1813,DrugBank (target)
DB05294,213,DrugBank (carrier)
DB00907,6582,DrugBank (transporter)
DB01268,30811,ChEMBL
DB06712,1544,DrugBank (enzyme)
DB01259,5287,ChEMBL
DB08865,2242,ChEMBL
DB00628,2561,DrugCentral (ChEMBL)
DB00257,1548,DrugBank (enzyme)
DB00732,1134,DrugCentral (ChEMBL)
DB08912,9429,DrugBank (transporter)
DB00688,54600,DrugBank (enzyme)
DB00875,1644,DrugBank (enzyme)
DB01567,2565,DrugBank (target)
DB01215,2568,DrugBank (target)
DB01200,151,DrugBank (target)
DB06589,1565,DrugBank (enzyme)
DB00552,100,BindingDB;ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01050,1557,DrugBank (enzyme)
DB00701,1555,DrugBank (enzyme)
DB01229,203068,DrugCentral (literature)
DB00434,3362,PDSP Ki
DB05294,3791,DrugCentral (ChEMBL)
DB00338,1562,DrugBank (enzyme)
DB04574,1544,DrugBank (enzyme)
DB00445,5321,DrugBank (enzyme)
DB00383,1131,DrugBank (target);DrugCentral (ChEMBL)
DB01567,2569,DrugBank (target)
DB01239,1814,ChEMBL;DrugBank (target)
DB00477,1812,DrugBank (target)
DB00413,1816,DrugBank (target)
DB00400,3859,DrugBank (target)
DB01161,590,DrugBank (enzyme)
DB01229,89845,DrugBank (transporter)
DB00551,4321,DrugBank (target)
DB01136,1565,DrugBank (enzyme)
DB02187,6462,ChEMBL
DB01069,59340,PDSP Ki
DB00683,2569,DrugBank (target)
DB00734,151,DrugBank (target)
DB00629,152,DrugCentral (ChEMBL)
DB01355,2556,DrugBank (target)
DB00185,2326,DrugBank (enzyme)
DB00281,6336,DrugBank (target);DrugCentral (ChEMBL)
DB01268,9891,ChEMBL;PubChem
DB01567,2561,DrugBank (target)
DB00812,5740,DrugBank (target)
DB00397,4128,DrugBank (enzyme)
DB01098,1576,DrugBank (enzyme)
DB00528,1577,DrugBank (enzyme)
DB00441,5424,DrugCentral (ChEMBL)
DB00126,10536,DrugBank (target)
DB01216,1551,DrugBank (enzyme)
DB05521,5243,DrugBank (transporter)
DB01165,6583,DrugBank (transporter)
DB08899,213,DrugBank (carrier)
DB00960,154,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01065,808,DrugBank (target)
DB01337,1134,DrugCentral (ChEMBL)
DB00980,1576,DrugBank (enzyme)
DB01016,3762,DrugBank (target)
DB00363,1548,DrugBank (enzyme)
DB01160,5739,DrugBank (target)
DB06210,4352,DrugBank (target);DrugCentral (ChEMBL)
DB01055,6470,DrugBank (target)
DB06148,1565,DrugBank (enzyme)
DB00636,1543,DrugBank (enzyme)
DB00975,5146,DrugCentral (ChEMBL)
DB00936,6566,DrugBank (transporter)
DB00402,706,DrugBank (target)
DB08810,3350,DrugBank (target)
DB00741,1577,DrugBank (enzyme)
DB00900,9356,DrugBank (transporter)
DB00246,1551,DrugBank (enzyme)
DB00121,5095,DrugBank (target)
DB01104,1559,DrugBank (enzyme)
DB00321,3351,DrugBank (target)
DB00690,2555,DrugBank (target)
DB00515,6647,DrugBank (enzyme)
DB00334,3274,DrugBank (target)
DB01032,53919,DrugBank (transporter)
DB01028,2560,DrugCentral (ChEMBL)
DB08896,2263,DrugBank (target)
DB01083,8513,DrugBank (target);DrugCentral (label)
DB01207,6915,DrugBank (target)
DB00331,4702,DrugCentral (ChEMBL)
DB01238,1131,DrugBank (target)
DB06262,1644,DrugBank (enzyme)
DB00883,1576,DrugBank (enzyme)
DB00328,213,DrugBank (carrier)
DB01037,1544,DrugBank (enzyme)
DB00340,1132,DrugBank (target)
DB01076,1557,DrugBank (enzyme)
DB00544,1548,DrugBank (enzyme)
DB00461,1544,DrugBank (enzyme)
DB00590,5004,DrugBank (carrier)
DB01154,2564,DrugCentral (ChEMBL)
DB00795,9429,DrugBank (transporter)
DB00116,10841,DrugBank (target)
DB00370,3356,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB06292,1548,DrugBank (enzyme)
DB00655,1555,DrugBank (enzyme)
DB01028,2554,DrugBank (target);DrugCentral (ChEMBL)
DB00115,4548,DrugBank (target)
DB00268,151,DrugBank (target)
DB06616,1198,ChEMBL
DB01019,1129,DrugBank (target);DrugCentral (ChEMBL)
DB01435,1576,DrugBank (enzyme)
DB00857,1576,DrugBank (enzyme)
DB00782,1128,DrugBank (target);DrugCentral (ChEMBL)
DB00715,1133,DrugBank (target)
DB01071,1565,DrugBank (enzyme)
DB00925,154,DrugBank (target)
DB00310,6557,DrugBank (target)
DB00356,1576,DrugBank (enzyme)
DB00585,3274,DrugBank (target);DrugCentral (ChEMBL)
DB00308,3775,DrugBank (target)
DB00185,1576,DrugBank (enzyme)
DB00536,3737,DrugCentral (ChEMBL)
DB00418,2556,DrugBank (target)
DB01611,1565,DrugBank (enzyme)
DB00126,8284,DrugBank (target)
DB05271,1813,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00327,4985,DrugBank (target)
DB00481,1588,DrugBank (enzyme)
DB00170,1544,DrugBank (enzyme)
DB00818,6326,DrugBank (target)
DB00255,7276,DrugBank (carrier)
DB01244,5136,DrugBank (target)
DB00321,148,DrugBank (target)
DB00661,779,DrugBank (target)
DB00946,79001,DrugBank (target);DrugCentral (ChEMBL)
DB01268,7301,ChEMBL;PubChem
DB00753,2558,DrugCentral (ChEMBL)
DB00227,1557,DrugBank (enzyme)
DB01115,776,DrugBank (target);DrugCentral (ChEMBL)
DB01239,1133,DrugBank (target)
DB04841,805,DrugBank (target)
DB08877,7297,ChEMBL
DB00957,2099,DrugBank (target)
DB00935,3351,ChEMBL;PDSP Ki
DB01151,6580,DrugBank (transporter)
DB00921,9429,DrugBank (transporter)
DB00246,3005,US Patent
DB00184,6580,DrugBank (transporter)
DB00528,1565,DrugBank (enzyme)
DB00193,6530,DrugBank (target)
DB00661,776,DrugBank (target);DrugCentral (literature)
DB06288,3356,DrugBank (target)
DB04552,5321,DrugBank (target)
DB00675,84650,ChEMBL
DB01100,4988,ChEMBL
DB00148,2593,DrugBank (target)
DB00847,6750,DrugBank (target)
DB04865,6122,DrugBank (target)
DB00541,100861540,DrugBank (enzyme)
DB01090,57053,DrugBank (target)
DB00313,54600,DrugBank (enzyme)
DB00477,801,DrugBank (target)
DB00300,4831,DrugBank (enzyme)
DB00546,2556,DrugBank (target);DrugCentral (KEGG DRUG)
DB00602,9971,ChEMBL
DB00128,445,DrugBank (target)
DB00316,5743,DrugBank (target);DrugCentral (ChEMBL)
DB00672,5243,DrugBank (transporter)
DB01086,6331,DrugCentral (literature)
DB00972,1544,DrugBank (enzyme)
DB00435,1576,DrugBank (enzyme)
DB02546,3066,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00145,117247,DrugBank (transporter)
DB00316,7366,DrugBank (enzyme)
DB00129,83884,DrugBank (target)
DB00780,64816,DrugBank (enzyme)
DB01544,7364,DrugBank (enzyme)
DB00188,5708,DrugBank (target)
DB00925,808,DrugBank (target)
DB01149,1565,DrugBank (enzyme)
DB00503,1244,DrugBank (transporter)
DB01595,2556,DrugBank (target)
DB06637,170850,DrugCentral (ChEMBL)
DB00619,771,ChEMBL
DB00877,5243,DrugBank (transporter)
DB06290,1520,ChEMBL
DB01023,1559,DrugBank (enzyme)
DB00218,7153,DrugBank (target)
DB00331,4704,DrugCentral (ChEMBL)
DB08918,1557,DrugBank (enzyme)
DB06210,54658,DrugBank (enzyme)
DB00544,5471,DrugBank (enzyme)
DB00193,1565,DrugBank (enzyme)
DB00804,1128,DrugBank (target);DrugCentral (ChEMBL)
DB00695,771,BindingDB
DB00641,1559,DrugBank (enzyme)
DB00398,1557,DrugBank (enzyme)
DB01065,4353,DrugBank (enzyme);DrugBank (target)
DB01138,2169,DrugBank (carrier)
DB00166,5447,DrugBank (enzyme)
DB01098,8647,DrugBank (transporter)
DB00975,5140,DrugCentral (ChEMBL)
DB00167,586,DrugBank (target)
DB01412,135,DrugBank (target)
DB00544,213,DrugBank (carrier)
DB00867,8484,PubChem
DB01023,7125,DrugBank (target)
DB00744,2053,ChEMBL
DB01418,213,DrugBank (carrier)
DB00536,93107,DrugCentral (ChEMBL)
DB00175,10599,DrugBank (transporter)
DB00641,1558,DrugBank (enzyme)
DB08901,5156,DrugBank (target)
DB01268,6011,ChEMBL
DB00215,6532,ChEMBL;DrugBank (target);DrugBank (transporter);DrugCentral (ChEMBL);PDSP Ki
DB08896,1559,DrugBank (enzyme)
DB01195,1559,DrugBank (enzyme)
DB00920,3269,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00421,5243,DrugBank (transporter)
DB00482,762,ChEMBL
DB06616,6093,ChEMBL
DB00570,347733,DrugCentral (literature)
DB01226,1131,DrugBank (target)
DB00396,8647,DrugBank (transporter)
DB01093,1557,DrugBank (enzyme)
DB05294,10733,ChEMBL
DB00383,1129,DrugBank (target)
DB04841,801,DrugBank (target)
DB01035,6329,DrugCentral (ChEMBL)
DB00688,3615,DrugBank (target);DrugCentral (literature)
DB00655,1576,DrugBank (enzyme)
DB00706,1813,ChEMBL
DB00502,1565,DrugBank (enzyme)
DB01118,1551,DrugBank (enzyme)
DB01028,2561,DrugCentral (ChEMBL)
DB00457,6582,DrugBank (transporter)
DB01182,1559,DrugBank (enzyme)
DB08877,5261,ChEMBL
DB00458,6583,DrugBank (transporter)
DB08865,8573,ChEMBL
DB00413,152,DrugBank (target)
DB01098,10257,DrugBank (transporter)
DB01186,147,DrugBank (target);PDSP Ki
DB01186,1815,DrugBank (target)
DB08865,55589,ChEMBL
DB00118,102724560,DrugBank (target)
DB00554,9356,DrugBank (transporter)
DB00589,1812,DrugBank (target)
DB00943,1577,DrugBank (enzyme)
DB00216,3355,DrugBank (target)
DB00748,1571,DrugBank (enzyme)
DB00141,4669,DrugBank (target)
DB05294,2328,DrugBank (enzyme)
DB00750,6323,DrugCentral (ChEMBL)
DB00754,6326,DrugCentral (ChEMBL)
DB01401,5743,DrugBank (target)
DB00162,8854,DrugBank (target)
DB00285,6532,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00887,23632,BindingDB
DB01268,4638,ChEMBL
DB01011,1584,ChEMBL;DrugBank (enzyme);DrugBank (target);DrugCentral (label)
DB01016,8647,DrugBank (target);DrugBank (transporter)
DB00696,3350,DrugBank (target)
DB01245,43,DrugBank (target)
DB00800,147,DrugBank (target)
DB00721,3359,DrugBank (target)
DB01239,3269,ChEMBL;DrugBank (target)
DB00502,3356,ChEMBL;DrugBank (target);PDSP Ki;US Patent
DB00962,2562,DrugCentral (ChEMBL)
DB01558,200959,DrugBank (target)
DB00568,8911,DrugBank (target)
DB00139,5351,DrugBank (target)
DB01173,1129,PDSP Ki
DB01234,6579,DrugBank (transporter)
DB01274,1559,DrugBank (enzyme)
DB00293,2356,DrugBank (target)
DB01212,2752,DrugBank (enzyme)
DB00541,203068,DrugBank (target);DrugCentral (literature)
DB01392,150,ChEMBL;DrugBank (target);DrugCentral (IUPHAR);PDSP Ki
DB00718,10257,DrugBank (transporter)
DB04552,54600,DrugBank (target)
DB00656,1551,DrugBank (enzyme)
DB00818,6329,DrugBank (target)
DB00687,4306,DrugBank (target);DrugCentral (ChEMBL)
DB00468,5243,DrugBank (transporter)
DB00771,1131,DrugCentral (ChEMBL)
DB00931,213,DrugBank (carrier)
DB01236,2565,DrugCentral (ChEMBL)
DB00998,3351,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00829,706,DrugBank (target)
DB00162,220,DrugBank (target)
DB01234,1576,DrugBank (enzyme)
DB00829,1557,DrugBank (enzyme)
DB01154,2567,DrugCentral (ChEMBL)
DB00464,5624,DrugBank (target)
DB00935,146,DrugBank (target)
DB00780,1558,DrugBank (enzyme)
DB00918,3352,DrugBank (target);DrugCentral (ChEMBL)
DB01559,2564,DrugBank (target)
DB01028,1576,DrugBank (enzyme)
DB00325,4881,DrugBank (target)
DB00647,1551,DrugBank (enzyme)
DB00524,762,BindingDB
DB00661,10599,DrugBank (transporter)
DB00590,3757,ChEMBL;DrugBank (target)
DB00527,6336,DrugBank (target);DrugCentral (ChEMBL)
DB00280,5004,DrugBank (carrier)
DB00391,765,BindingDB;ChEMBL
DB01186,150,DrugBank (target);PDSP Ki
DB00120,6898,DrugBank (target)
DB00869,766,BindingDB;ChEMBL
DB01236,2567,DrugCentral (ChEMBL)
DB01154,3767,DrugBank (target)
DB04868,640,ChEMBL
DB00862,1577,DrugBank (enzyme)
DB00471,1576,DrugBank (enzyme)
DB01140,6565,DrugBank (transporter)
DB00123,84889,DrugBank (target)
DB00143,2946,DrugBank (target)
DB00898,2742,DrugBank (target)
DB01580,6582,DrugBank (transporter)
DB00619,760,ChEMBL
DB06616,2050,ChEMBL
DB01422,10988,ChEMBL;DrugBank (target)
DB01032,1558,DrugBank (enzyme)
DB00158,113235,DrugBank (transporter)
DB01248,84617,DrugCentral (ChEMBL)
DB00937,6531,DrugBank (target);DrugCentral (ChEMBL)
DB06637,9132,DrugCentral (ChEMBL)
DB00850,1576,DrugBank (enzyme)
DB01544,2557,DrugBank (target)
DB01579,6531,DrugCentral (ChEMBL)
DB00162,1543,DrugBank (enzyme)
DB00734,147,DrugBank (target)
DB06729,1548,DrugBank (enzyme)
DB00472,1577,DrugBank (enzyme)
DB01199,1144,DrugCentral (ChEMBL)
DB00925,152,DrugBank (target)
DB01067,5468,DrugBank (target)
DB00973,29881,DrugBank (target);DrugCentral (ChEMBL)
DB08865,10188,ChEMBL
DB00496,1128,DrugBank (target)
DB00425,2566,DrugCentral (ChEMBL)
DB00418,2561,DrugCentral (ChEMBL)
DB01026,1595,ChEMBL;DrugBank (enzyme)
DB00521,154,DrugBank (target);DrugCentral (ChEMBL)
DB00688,8824,DrugBank (enzyme)
DB00588,866,DrugBank (carrier)
DB00119,9194,DrugBank (target);DrugBank (transporter)
DB00363,1543,DrugBank (enzyme)
DB01233,1586,DrugBank (enzyme)
DB00864,213,DrugBank (carrier)
DB08884,10599,DrugBank (transporter)
DB00266,2859,ChEMBL
DB01151,1133,DrugBank (target)
DB00635,3290,DrugBank (target)
DB01406,6462,ChEMBL;DrugBank (carrier)
DB00543,3362,DrugBank (target);PDSP Ki
DB00220,9429,DrugBank (transporter)
DB00250,10,DrugBank (enzyme)
DB00748,1565,DrugBank (enzyme)
DB00987,2030,DrugBank (transporter)
DB00783,1558,DrugBank (enzyme)
DB00842,2555,DrugBank (target)
DB00440,1558,DrugBank (enzyme)
DB04868,1576,DrugBank (enzyme)
DB06216,153,DrugBank (target)
DB00852,4772,DrugBank (target)
DB00456,6565,DrugBank (transporter)
DB00175,1576,DrugBank (enzyme)
DB01095,3156,ChEMBL;DrugBank (target);DrugCentral (label)
DB01235,1812,DrugBank (target);DrugCentral (literature)
DB00264,6582,DrugBank (transporter)
DB04573,2100,DrugBank (target)
DB00126,9963,DrugBank (target);DrugBank (transporter)
DB00161,7407,DrugBank (enzyme);DrugBank (target)
DB00912,5468,DrugBank (target)
DB00865,150,DrugBank (target)
DB01195,6331,DrugBank (target);DrugCentral (ChEMBL)
DB00204,3757,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01175,1576,DrugBank (enzyme)
DB04868,2046,ChEMBL
DB01062,1128,DrugBank (target)
DB00149,9836,DrugBank (target)
DB00878,6582,ChEMBL
DB00947,2053,ChEMBL
DB00185,1131,DrugBank (target);DrugCentral (ChEMBL)
DB00857,1557,DrugBank (enzyme)
DB01361,1548,DrugBank (enzyme)
