umls_cui,name
C0221490,Epigastric distress
C3267047,Immune-mediated necrotising myopathy
C0458247,Allodynia
C0238124,Necrotising fasciitis
C2363731,Oropharyngeal pain
C0277961,Oily hair
C1275515,Venomous bite
C0349464,Wernicke-Korsakoff syndrome
C0020492,Hyperostosis
C1096185,Dacryostenosis acquired
C0043096,Weight decreased
C0151846,Disorder periosteal
C0549433,Surgical intervention
C0948586,Protein urine present
C0859061,Bilirubin value increased
C1388177,Aortic arteriosclerosis
C0151480,Antinuclear antibody positive
C0813230,Serum triglycerides increased
C0596240,Cancer pain
C0020625,Hyponatraemia
C0153567,Uterine cancer
C0007384,Cataplexy
C1168034,Gastric pH decreased
C0240273,Lymph node tenderness
C0553713,Breast pain female
C0334492,Malignant mesenchymoma
C0853772,Blood calcium abnormal
C0241712,Vulval erythema
C0006840,Candida infection
C0017668,Focal segmental glomerulosclerosis
C0023434,Chronic lymphocytic leukaemia
C0078911,HIV associated nephropathy
C1112712,Haematology test abnormal
C0030489,Paraproteinaemia
C0041671,Attention deficit disorder
C0424605,Developmental delay
C0023903,Hepatic neoplasm
C0424823,Parotid swelling
C0013369,Dysentery
C0262662,Ventricular bigeminy
C0240059,Intraventricular haemorrhage
C0423798,Increased tendency to bruise
C0086543,Cataract
C0555970,Nose infection NOS
C0852914,Bacteriuria NOS present
C0524909,Chronic hepatitis B
C0239182,Watery diarrhoea
C0005779,Coagulopathy
C0270934,Toxic neuropathy
C0432487,Post transplant lymphoproliferative disorder
C0549336,Asthma aggravated
C0015230,Rash
C0036601,Self mutilation
C0023524,Progressive multifocal leukoencephalopathy
C0425481,Respiratory sighs
C0024441,Macular hole
C0854134,Blood bilirubin unconjugated increased
C0242231,Coronary artery stenosis
C1800706,Idiopathic pulmonary fibrosis
C0003486,Aortic aneurysm
C0035400,Reye's syndrome
C0877338,Breast discomfort
C0014733,Erysipelas
C0006852,Vaginal moniliasis
C0234428,Consciousness abnormal
C0152031,Joint swelling
C0021092,Cerumen impaction
C0340613,Arterial aneurysm
C0080276,Urogenital disorder
C0042075,Urinary tract disorder
C0014550,Myoclonic epilepsy
C0238334,Pancreatic abscess
C0238707,Impairment of attention
C0948873,Flu symptoms
C0423361,Posterior vitreous detachment
C0018798,Heart malformation
C0017567,Gingival hypertrophy
C0549473,Thyroid carcinoma
C0948268,Haemodynamic instability
C1696574,Application site erosion
C0232808,Shutdown renal
C0936215,Vitamin B6 deficiency
C0522064,Regurgitation of food
C0018994,Haemobilia
C0042256,Vaginal itching
C0005681,Blackwater fever
C0015467,Facial neuralgia
C0007280,Carotid bruit
C0005686,Bladder disorder
C0037195,Sinus headache
C0241379,Increased thirst
C0852995,Injection site pruritus
C0231785,Carpo-pedal spasm
C0238461,Anaplastic thyroid cancer
C0272126,Evans syndrome
C0239266,Pain in elbow
C0014571,Epiphysiolysis
C0019079,Haemoptysis
C0015663,Fasting
C0152459,Skin striae
C0877173,Food aversion
C0542008,Injection site haematoma
C1096646,Transaminitis
C0021167,Incontinence
C0085681,Hyperphosphataemia
C0740299,Blood culture positive
C0542223,Speech loss
C1608399,Dark circles under eyes
C0272285,Heparin-induced thrombocytopenia
C0264267,Nasal ulcer
C1971624,Appetite absent
C0149526,Allergic urticaria
C0241513,Thyrotropin low
C0263978,Soft tissue disorder
C0036690,Septicemia
C0423618,Throbbing headache
C1696943,Hypoaesthesia facial
C1142163,Intestinal mass
C0877172,Spinal epidural haematoma
C1696700,C1 esterase deficiency acquired
C0232201,Sinus rhythm
C0857073,Cold hands & feet
C0948692,Necrotising colitis
C0030593,Pars planitis
C2609269,Fasting hyperglycaemia
C0014534,Epididymitis
C0011880,Diabetic ketoacidosis
C0263536,Nail hypertrophy
C0021364,Infertility male
C0856049,Peripheral embolism
C0850060,Nasal itching
C0236174,Reticuloendothelial system stimulated
C0000889,Acanthosis nigricans
C0860851,Oestradiol increased
C0151818,Opisthotonus
C0878544,Cardiomyopathy
C1442835,Solar dermatitis
C0239981,Hypoalbuminaemia
C0032961,Pregnancy
C0033774,Pruritus
C0242453,Prostatism
C0520863,Diastolic dysfunction
C0240811,Prostate infection
C3495559,Juvenile idiopathic arthritis
C0700361,Emotional distress
C0035067,Renal artery stenosis
C0595877,Blood glucose increased
C0158252,Intervertebral disc disorder
C0085650,Purpura fulminans
C0007815,Cerebrospinal fluid rhinorrhea
C0235290,Taste bitter
C1253936,Joint effusion
C0860945,Creatinine normal
C0235950,Zinc deficiency
C1306587,Encephalopathy acute
C0235409,Increased insulin requirement
C0019655,Histoplasmosis
C0040028,Essential thrombocythaemia
C0085652,Pyoderma gangrenosum
C2243088,Gastritis erosive
C0548823,Distress gastrointestinal
C2225524,Breast enlargement
C0745761,Liver nodule
C0562483,Persistent cough
C0234953,Tongue spasm
C0162296,Polyarthralgia
C0031736,Polymorphic light eruption
C0231527,Muscular incoordination
C0392034,Gastrooesophagitis
C0600142,Hot flush
C0009806,Constipation
C0023474,Chronic phase chronic myeloid leukemia
C0006105,Brain abscess
C0235006,Hypersensation skin
C0042135,Uterine atony
C0017665,Glomerulonephritis membranous
C0312422,Blacked-out (not amnesia)
C0856604,Rubber sensitivity
C1963933,Punding
C0023533,Leukorrhea
C2712122,Blood pressure normal
C0231666,Wrist drop
C1142112,Eyelash thickening
C0035085,Renal infarct
C0854693,Anaesthetic complication neurological
C0231529,Tendon pain
C0426576,Gastrointestinal symptom NOS
C0863147,Glucose urine increased
C0269806,Failed induction of labour
C2047937,Ill-defined disorder
C0239296,Oesophageal obstruction
C0853117,Blood testosterone decreased
C0877232,Peripheral swelling
C0151599,Drug level increased
C0235592,Lymphadenopathy cervical
C1136085,Monoclonal gammopathy
C0019284,Diaphragmatic hernia
C1302752,Abrasion NOS
C0920070,Cervical smear test positive
C0031542,Phlebitis
C0239816,Hand dermatitis
C0740319,Physical assault
C0852628,Embolism arterial (limb)
C0001486,Adenovirus infection
C0031111,Periostitis
C0877107,Sinobronchitis
C0853986,Lymphocyte count decreased
C0030793,Pelvic neoplasm
C0152168,Spasm of sphincter of Oddi
C0521498,Injection site irritation
C0006145,Breast disorder
C0744131,Foot infection fungal NOS
C0238033,Breast cancer male
C0021053,Immune system disorder
C0859023,Talkativeness
C0024312,Lymphopenia
C0010093,Corpus luteum cyst
C0345904,Hepatic cancer
C0085649,Oedema peripheral
C0149892,Gingival abscess
C0014335,Enteritis
C0040259,Tinea pedis
C0014752,Erythrasma
C0221392,Vaginitis atrophic
C0497202,Abnormal eye movements NOS
C0024138,Discoid lupus erythematosus
C1276146,Lymphoma cutis
C0577822,Heart sounds abnormal
C0272195,Eosinopenia
C0949103,Catheter site pain
C0267516,Colon atonic
C0040580,Tracheal disorder
C0151589,Partial transitory deafness
C0854069,Tumour pain
C0241136,Pain of skin
C0341177,Gastric erosions
C0542203,Water retention
C0240130,Swelling of knees
C0426649,Bowel spasm
C0268104,Purine metabolism disorder
C0852875,Eye allergy
C0549257,Loss of confidence
C0041349,Tubulointerstitial nephritis
C0751576,Vocal cord paresis
C0267465,Intestinal stenosis
C0917798,Cerebral ischaemia
C0876998,Intracardiac thrombus
C0851807,Aspergillus infection
C0151908,Dry skin
C3160771,Sperm concentration decreased
C0855644,Blood uric acid decreased
C0034933,Reflexes abnormal
C0232124,Skipped beats
C0043167,Pertussis
C0033575,Prostatic disorder
C0232461,Increased appetite
C0580417,International normalised ratio abnormal
C1142072,Oral toxicity
C0034013,Precocious puberty
C0010692,Cystitis
C0011615,Dermatitis atopic
C0016770,Frustration
C0085631,Agitation
C0877613,Rectal cramps
C0392390,Hepatitis B e antigen positive
C0151512,Injection site atrophy
C0152018,Oesophageal carcinoma
C0231807,Dyspnoea exertional
C1271398,Pigment dispersion syndrome
C0263540,Onychomadesis
C0427546,Lymphocyte abnormal
C0520723,Periorbital haematoma
C0700053,Idiopathic hypertrophic subaortic stenosis
C1458140,Bleeding tendency
C0858524,Tachycardia nervous
C0403723,Candiduria
C0424109,Tearfulness
C0001883,Airway obstruction NOS
C1262038,Post procedural nausea
C0948050,Small bowel angioedema
C0001349,Acute phase reaction
C2609073,Splenic peliosis
C0749106,Submandibular mass
C0235818,Bullous eruption
C0043117,Idiopathic thrombocytopenic purpura
C0020452,Hyperaemia
C0744403,Gingival infection
C0541767,Platelet aggregation abnormal
C1442837,Myocardial necrosis
C0239279,Epididymal tenderness
C0006147,Breast feeding
C1867423,Vascular resistance pulmonary increased
C0235462,Anginal attack
C0151830,Urethral pain
C0233477,Dysphoria
C0241165,Skin thickening
C0476486,Generalized lymphadenopathy
C0751955,Brain infarction
C0035258,Restless legs syndrome
C0542035,Hypoplasia erythroid
C0740277,Bile duct cancer
C0239885,Headache dull
C0860434,Fluid and electrolyte imbalance
C0085637,Oculogyric crisis
C0877126,Application site inflammation
C0235723,Reaction febrile
C0015970,Fever of unknown origin
C0231688,Gait shuffling
C0853946,Pain worsened
C0151698,Injection site haemorrhage
C0036117,Salmonellosis
C0271298,Chemosis
C0011644,Scleroderma
C0178415,Prostatic specific antigen increased
C0151788,Eosinophilic myocarditis
C0429097,QRS complex
C3241936,Non-cardiogenic pulmonary oedema
C0426498,Tongue dry
C0020599,Hypocalciuria
C0853402,Exposure to poisonous plant
C0024032,Birth weight low
C0018784,Deafness neurosensory
C0235360,Spasm biliary
C0270769,Radiation myelopathy
C0281863,Hepatitis C antibody positive
C0877094,Application site haemorrhage
C1096393,Body fat disorder
C0034886,Proctalgia
C0151945,Cerebral venous thrombosis
C0525045,Affective disorder
C0151790,Nasal septum disorder
C0520589,Vulvovaginal dryness
C0473120,Intra-abdominal haematoma
C0403529,Goodpasture's syndrome
C0919986,Infusion site oedema
C1994994,Excessive thirst
C0343084,Capillary leak syndrome
C0034880,Hyperacusis
C0740330,Genital infection fungal
C0235108,Feeling tense
C1262165,High turnover osteopathy
C0438243,Serum creatinine abnormal
C0005940,Bone disorder
C0427108,Unsteadiness
C0020981,Angioimmunoblastic T-cell lymphoma
C0239375,Numbness of limbs
C0700075,Motor restlessness
C0005699,Blast cell crisis
C0032371,Poliomyelitis
C0423232,Corneal staining
C0410919,Bradycardia foetal
C0858598,Taste salty
C0235063,Respiratory depression
C0235527,Cardiac failure right
C0242770,Bronchiolitis obliterans with organizing pneumonia
C0017411,Genital disorder female
C0795692,Hyperlactacidaemia
C0281774,Acute psychosis
C0282074,Biliary sludge
C0221239,Glomerulonephritis rapidly progressive
C0030578,Paronychia
C0162297,Respiratory arrest
C0427055,Facial paresis
C0349217,Depressive episode
C1096387,Chemical eye injury
C0039584,Testicular disorder
C0020453,Hyperaesthesia
C0239937,Microscopic hematuria
C1394290,Cyanotic heart disease
C0036396,Sciatica
C1096035,Infusion site pain
C0003462,Anus disorder
C0520886,Electrocardiogram ST segment elevation
C0004763,Barrett's oesophagus
C0042401,Vasodilation
C0242648,Vertical infection transmission
C0006325,Bruxism
C0221248,Gouty tophus
C1096506,Free prostate-specific antigen increased
C0235315,Faeces discoloured
C1510471,Hypovitaminosis
C0010417,Cryptorchism
C0852925,Gastrointestinal necrosis
C0860564,Retinoic acid syndrome
C0018824,Cardiac valve disease
C0333472,Epidermolysis
C0221727,Oesophageal pain
C1142111,Eyelash discolouration
C0406479,Steroid acne
C0025323,Menorrhagia
C0010032,Corneal abrasion
C0857983,Serum testosterone decreased
C0038218,Status asthmaticus
C0151763,Hepatocellular injury
C1328377,Oculo-respiratory syndrome
C0476273,Respiratory distress
C0151626,Necrolysis epidermal
C0039240,Supraventricular tachycardia
C0162283,Nephrogenic diabetes insipidus
C0027424,Nasal congestion
C0026826,Hypertonia
C1141930,Post procedural complication
C0002631,Amniotic cavity infection
C1142159,Intentional misuse
C1536074,Osteoarticular pain
C0340909,Arteriovenous fistula thrombosis
C1322253,Eczema infected
C0014175,Endometriosis
C0266453,Exencephaly
C0031485,Phenylketonuria
C1142530,Vitamin K decreased
C0877401,Sensorimotor disorder
C0152032,Urinary hesitation
C0023801,Lipomatosis
C1697943,Epidermal growth factor receptor decreased
C1704320,Glomerulonephritis minimal lesion
C0546947,Choking sensation
C0221773,Hyperamylasaemia
C0427008,Stiffness
C0265072,Inferior vena cava syndrome
C0750016,Generalized urticaria
C0476427,Smear cervix abnormal
C0404521,Vaginal infection
C0393759,Transient insomnia
C0006905,Capillary fragility
C0847631,Dry scalp
C0020523,Type I hypersensitivity
C1527340,Voice disturbance
C0019569,Congenital megacolon
C0027651,Neoplasm
C0030920,Peptic ulcer
C0280313,Oropharyngeal squamous cell carcinoma
C0002894,Refractory anaemia with an excess of blasts
C0020473,Hyperlipidaemia
C0015934,Microsomia
C0003962,Ascites
C0032914,Pre-eclampsia
C0030486,Paraplegia
C0155428,Otosalpingitis
C0006663,Calcinosis
C0178703,Hypertrophic osteoarthropathy
C0266813,Faecal occult blood positive
C1695895,Angiodermatitis
C0235351,Tongue ulceration
C0743525,Enterobacter sepsis
C0235912,Hepatic haemorrhage
C0919591,Urogenital haemorrhage
C0235398,Diabetes mellitus exacerbated
C1510475,Diverticulum intestinal
C0018800,Cardiomegaly
C0398370,Lipoedema
C0497327,Dementia
C0263386,Ichthyosis acquired
C0003615,Appendicitis
C1096282,Medication residue
C0858775,Myopia transient
C0162292,External ophthalmoplegia
C0085605,Hepatic failure
C1735322,Injection site pallor
C0026751,Multiparous
C0034124,Pupillary disorder
C0018834,Heartburn
C0028840,Ocular hypertension
C0149925,Small cell lung cancer
C0001623,Adrenal insufficiency
C0270274,Vomiting neonatal
C0235086,Muscle contractions involuntary
C0162532,Variegate porphyria
C0016053,Fibromyalgia
C1167870,Graft dysfunction
C0028961,Oliguria
C2937358,Cerebral haemorrhage
C0347390,Skin papilloma
C0015409,Eye penetration
C0555724,Lip dry
C0235641,Perineal pain female
C0036220,Kaposi's sarcoma
C0156394,Enlarged clitoris
C1609536,Allergic bronchospasm
C0853784,Blood iron increased
C0852203,Fluoride increased
C0264268,Nasal septum ulceration
C0241950,Intestinal infarction
C0151951,Thromboplastin decreased
C0271710,Hypoglycemic reaction
C0010520,Cyanosis
C0235395,Fluid loss
C0239940,Glycosylated haemoglobin increased
C0948048,Malignant neoplasm progression
C0750197,Sustained ventricular tachycardia
C1096543,Superficial punctate keratopathy
C0001622,Hyperadrenocorticism
C0549536,Monocyte count decreased
C3536794,Feeling sad
C0020621,Hypokalaemia
C0541766,Aggravation of existing disorder
C0022362,Jaw disorder
C0029132,Optic nerve disorder
C2721737,Application site stinging
C0496901,Pituitary tumour benign
C0015395,Eye burns
C0020443,Hypercholesterolaemia
C0236068,Swollen tongue
C1328537,Palmar-plantar erythema
C0014867,Varices oesophageal
C0151563,Coagulation time prolonged
C0271240,Blindness unilateral
C0016169,Fistula
C0521620,Hydroureter
C0020604,Hypochondriasis
C2363980,Cross resistance
C0424535,Vasovagal symptoms
C0005778,Clotting
C0344432,Multifocal ventricular tachycardia
C0343378,Helicobacter gastritis
C1704381,Glucose decreased
C0677865,Brain stem glioma
C0854466,Implant expulsion
C0017979,Glycosuria
C0522757,Exposure to toxic agent
C0521208,Accident at home
C0009938,Contusion
C0948342,Citrate toxicity
C0025345,Menstrual disorder
C0013922,Embolism
C1608942,Complication of device insertion
C0948014,Red cell distribution width increased
C0239134,Productive cough
C0266998,Oral soft tissue disorder NOS
C0006384,Bundle branch block
C1387528,Acute haemolytic anaemia
C0235299,Right upper quadrant pain
C0400822,Lymphocytic colitis
C0858765,Vascular pain
C0154822,Serous retinal detachment
C0476397,Electroretinogram abnormal
C0040558,Toxoplasmosis
C0233479,Elevated mood
C0746961,Oxygen saturation decreased
C0855618,Alanine aminotransferase decreased
C0206093,Neuroectodermal neoplasm
C0234906,Erythema annulare
C1141926,Abdominal sepsis
C0037286,Neoplasm skin
C0852361,Skin haemorrhage
C0521546,Congenital joint malformation
C0242784,Food interaction
C0541900,Disulfiram like reaction
C0035021,Relapsing fever
C0009326,Collagen disorder
C0740411,Delayed gastric emptying
C0264893,Nodal arrhythmia
C0919593,Injection site coldness
C0235353,Tooth caries aggravated NOS
C0032231,Pleurisy
C0242459,Loeffler's syndrome
C0151623,Enterocolitis haemorrhagic
C0333355,Mucosal inflammation
C0456103,Sepsis neonatal
C0687713,Gastrointestinal pain
C0011974,Dermatitis diaper
C0235168,Nervous tremulousness
C0151477,Hormone level abnormal
C0233754,Derealisation
C0029163,Mouth haemorrhage
C0235762,Rheumatoid arthritis aggravated
C0021807,Intertrigo
C0003635,Apraxia
C0521662,Hemiplegia transient
C1608954,Infusion site extravasation
C0232462,Decreased appetite
C0476254,Dyslexia
C0085642,Livedo reticularis
C0234535,Clonic convulsion
C0013928,Fat embolism
C0694563,Excessive daytime sleepiness
C0151478,Neurotransmitter level altered
C0221045,Cardiac failure high output
C0476289,Gas pain
C1963951,Acute overdose
C0005424,Biliary tract disorder
C0151859,Polyserositis
C0231218,Malaise
C0017105,Gas gangrene
C0030252,Palpitations
C0860594,Metastatic malignant melanoma
C0037998,Splenic infarction
C0019270,Hernia
C0877179,Injection site joint pain
C0017672,Glossodynia
C0038165,Staphylococcal scalded skin syndrome
C0852879,Pulmonary alveolar haemorrhage
C0040588,Tracheo-oesophageal fistula
C0338591,Transient global amnesia
C0236075,Menopausal symptoms
C0020639,Hypoproteinaemia
C0018975,Blindness day
C1142086,Vitamin E decreased
C0030196,Pain in extremity
C0162386,Femur fracture subtrochanteric
C2752009,White matter lesion
C0332575,Redness
C0015300,Exophthalmos
C0851140,Cervix carcinoma stage 0
C0855237,Social avoidant behaviour
C0235946,Cerebral atrophy
C0155943,Arthralgia of temporomandibular joint
C0429029,Electrocardiogram ST segment
C0085622,Monoplegia
C2242494,Haemorrhagic erosive gastritis
C0151564,Cogwheel rigidity
C0157733,Abnormalities of the hair
C0152159,Uterine hypotonus
C2242582,Cholestatic liver injury
C0853705,Blood immunoglobulin G decreased
C0005586,Bipolar disorder
C0400821,Colitis microscopic
C0585186,Cutaneous hypersensitivity
C0015376,Extravasation
C0428982,Nodal tachycardia
C0854268,Foetal damage
C0278034,Cloudy urine
C0426623,Excessive flatulence
C0856088,Constipation aggravated
C0032285,Pneumonia
C0558489,Renal pain
C0239735,Gingival erythema
C1142175,Shunt thrombosis
C0563238,Gastritis viral
C0011057,Sudden hearing loss
C0333139,Pneumatosis
C0521500,Injection site extravasation
C0241060,Dermal cyst
C0040414,Tongue hairy
C0520540,Rebound hypertension
C0728725,Low pH
C0858684,Telangiectasis facial
C0231170,Disability
C0038506,Stuttering
C0235761,Nasal septum perforation
C0205929,Anal fistula
C0853018,Blood thyroid stimulating hormone decreased
C0034372,Quadriplegia
C0333271,Bloody discharge
C0854467,Myelosuppression
C0558401,Skin laceration
C0151904,Aspartate aminotransferase increased
C0233633,Bradypsychic response
C1504411,Post procedural oedema
C0036973,Shivering
C0041834,Erythema
C0151826,Retrosternal pain
C0151505,Application site reaction
C1096188,Puncture site reaction
C0017563,Gingival disorder
C0020877,Ileitis
C0424813,Orbital oedema
C0009676,Confusional state
C1610622,Coital bleeding
C0742007,Catheter sepsis
C0497209,Conjunctivitis infective
C0549410,Palmar-plantar erythrodysaesthesia syndrome
C0349782,Ischaemic cardiomyopathy
C0033893,Tension headache
C0853698,Lymphocyte count increased
C1306600,Radial nerve palsy
C0007103,Endometrial neoplasm malignant
C0233481,Worry
C1096732,Fungus sputum test positive
C0854985,Lung adenocarcinoma stage I
C0695236,Tracheostomy infection
C0857256,Unwell
C0235524,Vein pain
C2609174,Tongue pigmentation
C1096001,Application site swelling
C0235369,Hepatitis granulomatous
C0555971,Oral infection
C0863093,Cold symptoms
C0020429,Hyperpathia
C0425946,Short period
C0001807,Aggression
C0856880,Urea increased
C0016664,Stress fracture
C0302313,Osteolytic lesion
C0877609,Alertness decreased
C0235234,Dry throat
C0151689,Hair discoloration
C1735634,Acute allograft rejection
C0035222,Acute respiratory distress syndrome
C0016512,Foot pain
C0267373,Intestinal haemorrhage
C0235487,Embolism limb
C0221265,Microcytosis
C0276252,Cytomegalovirus hepatitis
C0024623,Gastric cancer
C1536070,Renal insufficiency aggravated
C0035305,Retinal detachment
C0751711,Anterior ischemic optic neuropathy
C0236141,Electrocardiogram abnormal specific
C0339434,Choroidal effusion
C1696157,Gastrointestinal stoma complication
C1963964,Periungual erythema
C0037384,Snoring
C0241157,Pustule
C0030807,Pemphigus
C0013220,Drug tolerance
C0270276,Grey syndrome neonatal
C0424790,Rigors
C1142523,Hypothrombinaemia
C0271321,Madarosis
C0017152,Gastritis
C0151828,Injection site pain
C0856150,Spinal haematoma
C0029119,Opportunistic mycosis
C0037763,Muscle spasms
C0015403,Eye infection
C0027796,Neuralgia
C3544060,Accidental exposure to product
C0232285,Chest pressure sensation of
C0233767,"Hallucination, tactile"
C0241910,Autoimmune hepatitis
C1168188,Intermittent headache
C2242577,Oromandibular dystonia
C0036416,Scleritis
C0339383,Chorioretinopathy
C0855622,Aspartate aminotransferase decreased
C0002792,Anaphylactic shock
C0038325,Stevens-Johnson syndrome
C0034068,Pulmonary eosinophilia
C1142272,Neutrophilic dermatosis
C1096311,Mucosal discolouration
C0039685,Fallot's tetralogy
C1963789,Genital swelling
C2712871,Gout attack
C0858589,Coordination disturbance
C0877377,Skin tear
C0455899,Pharyngeal erythema
C0520564,Ileal ulcer
C0853326,Dyspnoea exacerbated
C0240035,Lung fibrosis interstitial
C1760428,Suicidal behaviour
C0032987,Ectopic pregnancy
C0438242,Blood urea abnormal
C0263338,Urticaria chronic
C0422974,Halo vision
C0030824,Penicillin allergy
C0265031,Haemorrhoidal haemorrhage
C0008350,Cholelithiasis
C0235735,Unexpected therapeutic effect
C0282612,Prostatic intraepithelial neoplasia
C0024790,Paroxysmal nocturnal haemoglobinuria
C0151936,Tendon disorder
C0221406,Pituitary-dependent Cushing's syndrome
C0541913,Duodenal ulcer aggravated
C0549277,Gastritis aggravated
C0861149,Proarrhythmic effect
C0009763,Conjunctivitis
C0857153,Nodal block
C0240173,Shift to the left
C0853068,Glomerular filtration rate decreased
C0521464,Skin oedema
C0027960,Nevus
C0027709,Nephrocalcinosis
C0149642,Cervical adenitis
C0205875,Papillomatosis
C0152219,Cyclophoria
C0423285,Keratic precipitates
C0473117,Ischaemic hepatitis
C0151691,High density lipoprotein decreased
C0263008,Skin fibrosis
C0235270,Keratopathy
C0001511,Adhesion
C0155713,Papillary muscle rupture
C0162823,Dermatitis irritant contact
C0857496,Thromboembolic event
C0270629,Extradural abscess
C0269189,Ectropion of cervix
C0860967,Calcium low
C0334660,Intravascular large B-cell lymphoma
C0235267,Eye redness
C0007194,Hypertrophic cardiomyopathy
C0750876,Phlebitis superficial
C0152149,Ovulation pain
C0264522,Pneumonia hypostatic
C0281784,Meningioma benign
C0028084,Nightmare
C0262666,Vulval abscess
C0858899,Attention concentration difficulty
C0344320,Vivid dreams
C0085786,Hamman-Rich syndrome
C0001125,Lactic acidosis
C0581386,Chronic anxiety
C0151981,Peptic ulcer reactivated
C0036093,Salivary gland disorder
C0520539,Hypertensive episode
C0553668,Labored breathing
C0041657,Loss of consciousness
C1306503,Exomphalos
C0151559,CNS depression NOS
C0239276,Eosinophiluria
C2363949,Injection site exfoliation
C1519353,Rash papular
C0740394,Hyperuricaemia
C0391870,Red blood cell abnormality
C0014858,Oesophageal motility disorder
C1696704,Ovarian haemorrhage
C0002726,Amyloidosis
C0948349,Respiratory tract congestion
C0857117,Hand rash
C0080233,Tooth loss
C1260922,Respiration abnormal
C0559031,Functional gastrointestinal disorder
C0860645,Bizarre dreams
C0235630,Renal failure aggravated
C0037036,Salivary hypersecretion
C0920289,Sluggishness
C0264523,Pulmonary ossification
C0040434,Tooth discolouration
C0031154,Peritonitis
C0434437,Joint sprain
C3665418,Labile hypertension
C1698400,Incision site oedema
C0877661,Application site burn
C0235678,Vaginal odour
C0423636,Cardiac pain
C0038663,Suicide attempt
C0027830,Neurofibroma
C0853050,Blood acid phosphatase increased
C0085615,Bundle branch block right
C0857257,Bloated feeling
C0021843,Intestinal obstruction
C0438241,Blood urea normal
C0025500,Mesothelioma
C0240873,Rectal mass
C0853761,Blood potassium decreased
C0038353,Gastric dilatation
C0745091,Hypereosinophilia
C1610069,Circulatory depression
C1291077,Abdominal bloating
C0549374,Lumbar disc lesion
C0033075,Presbyopia
C0232861,Penile discharge
C0302314,Xanthoma
C0270922,Demyelinating polyneuropathy
C0149881,Epididymo-orchitis
C0079043,Bronchoconstriction
C0016033,Fibrocystic disease
C0235942,Skull malformation
C0549385,Feeling of body temperature change
C0007766,Intracranial aneurysm
C0270729,Drug-induced parkinsonism
C0237326,Dyschezia
C1510412,Vascular pseudoaneurysm
C0542571,Face oedema
C0005743,Blepharoconjunctivitis
C0269842,Uterine hypertonus
C0235988,Serum iron decreased
C0687133,Drug interaction
C0549322,Eyelid infection
C0234939,Inflammatory swelling
C0028043,Nicotine dependence
C0151649,Injection site fibrosis
C0085610,Sinus bradycardia
C0740399,Auditory and visual hallucinations
C0013336,Dwarfism
C0588128,Implant infection
C0015732,Faecal incontinence
C0006118,Brain neoplasm
C0233773,Hypnagogic hallucination
C1610049,Application site exfoliation
C0240182,Leukonychia
C0013415,Dysthymic disorder
C0027092,Myopia
C0263355,Rash scarlatiniform
C0235520,Femoral artery thrombosis
C0042907,Vitreous detachment
C0018817,Atrial septal defect
C0231856,Breath sounds abnormal
C0574068,Rib pain
C1112369,Paranasal sinus hypersecretion
C1167863,Retinogram abnormal
C0854717,Corneal epithelium disorder
C0041976,Urethritis
C0080179,Spinal fracture
C0877167,Psychomotor skills impaired
C0004096,Asthma
C0948396,Frequent headaches
C0006826,Neoplasm malignant
C0151966,Duodenal ulcer haemorrhage
C0235248,Vasoconstriction peripheral
C0007682,Central nervous system disorder
C0521508,Injection site bruising
C1861172,Venous thromboembolism
C1688637,Intraoperative floppy iris syndrome
C0595939,Stillbirth
C0281773,Acute glaucoma
C0549391,Bladder discomfort
C0039242,Tachyphylaxis
C0003862,Arthralgia
C0456495,Ear canal erythema
C0235074,Tongue paralysis
C3203457,Procedural haemorrhage
C0920166,Catheter site haemorrhage
C0027441,Nasopharyngitis
C0232943,Menometrorrhagia
C0221742,Serum sickness-like reaction
C0263465,Skin xerosis
C1096368,Mean platelet volume decreased
C0235416,Blood uric acid increased
C1384606,Dyspareunia
C0264995,Arterial occlusion
C0152006,Vitreous opacities
C0312414,Spotting menstrual
C0013312,Dupuytren's contracture
C0235511,Superficial phlebothrombosis
C0149985,Secondary syphilis
C0020162,Humerus fracture
C1112210,Catheter site infection
C0022638,Ketosis
C0264907,Wenckebach phenomenon
C0018816,Cardiac septal defect
C0428196,Bicarbonate level
C0206062,Interstitial lung disease
C0023449,Acute lymphocytic leukaemia
C0267596,Rectal haemorrhage
C0035309,Retinal disorder
C0427086,Movements involuntary
C1096176,Mitochondrial toxicity
C1262144,Increased bronchial secretion
C0878588,Sphincter of Oddi dysfunction
C0522035,Upper limb oedema
C1096717,Pain during injection
C0877517,Blood phosphorus decreased
C0023212,Left ventricular failure
C0026769,Multiple sclerosis
C0854456,Cellulitis gangrenous
C0085655,Polymyositis
C0034359,Pyuria
C1096460,Infusion site phlebitis
C0242656,Disease progression
C0235272,Retinal damage
C0022660,Renal failure acute
C0259817,Xerosis
C0877038,Electrocardiogram poor R-wave progression
C0428886,Mean arterial pressure
C0848377,Abdominal injury
C0521509,Injection site induration
C0001231,Ectopic ACTH syndrome
C1112632,Cross reactive drug hypersensitivity
C2939094,Skin sensitisation
C0151666,Gammaglobulins decreased
C0152427,Polydactyly
C2939447,Right ventricular failure
C0340608,Renal artery thrombosis
C0022904,Lacrimal disorder
C0178879,Urinary tract obstruction
C1096708,Vessel puncture site inflammation
C0158328,Trigger finger
C0269608,Antepartum hemorrhage
C0014591,Epistaxis
C0156369,Uterine polyp
C0151795,Injection site necrosis
