chembl_id,name
CHEMBL91397,RUPATADINE
CHEMBL1085,ACETOPHENAZINE
CHEMBL1086,DIBUCAINE
CHEMBL1087,MEPIVACAINE
CHEMBL1088,MESORIDAZINE
CHEMBL1089,PHENELZINE
CHEMBL1090,VIDARABINE
CHEMBL90593,PRASTERONE
CHEMBL1091,HYDROCORTISONE ACETATE
CHEMBL1092,TRIHEXYPHENIDYL HYDROCHLORIDE
CHEMBL1093,ARTICAINE
CHEMBL1094,FELBAMATE
CHEMBL1095,ETHOTOIN
CHEMBL1096,AMLEXANOX
CHEMBL94081,ALCLOFENAC
CHEMBL1098,BUPIVACAINE
CHEMBL93268,SODIUM NITRITE
CHEMBL1100,PARAMETHADIONE
CHEMBL1101,BIPERIDEN
CHEMBL1102,GLUTETHIMIDE
CHEMBL1103,FURAZOLIDONE
CHEMBL1104,EDROPHONIUM
CHEMBL1106,EPINASTINE
CHEMBL1107,HALOFANTRINE
CHEMBL1108,DROPERIDOL
CHEMBL94454,MIZOLASTINE
CHEMBL1109,SULFAPHENAZOLE
CHEMBL1110,ALOSETRON
CHEMBL94394,BUFEXAMAC
CHEMBL316561,PROGLUMIDE
CHEMBL1111,AMBRISENTAN
CHEMBL1112,ARIPIPRAZOLE
CHEMBL1113,AMOXAPINE
CHEMBL1115,PYRIDOSTIGMINE
CHEMBL1116,RALOXIFENE HYDROCHLORIDE
CHEMBL1117,IDARUBICIN
CHEMBL95889,BETAINE
CHEMBL1118,DESVENLAFAXINE
CHEMBL319144,MINODRONIC ACID
CHEMBL1120,BISMUTH SUBSALICYLATE
CHEMBL328190,LASOFOXIFENE
CHEMBL317052,REGADENOSON ANHYDROUS
CHEMBL329522,EXIFONE
CHEMBL99946,LEVOMILNACIPRAN
CHEMBL1121,SINCALIDE
CHEMBL317094,IMIDAPRIL
CHEMBL100116,PENTAZOCINE
CHEMBL1123,DICYCLOMINE
CHEMBL1126,PENICILLIN G SODIUM
CHEMBL1128,EDROPHONIUM CHLORIDE
CHEMBL1129,TRIFLURIDINE
CHEMBL1131,ACITRETIN
CHEMBL1133,OXYBUTYNIN CHLORIDE
CHEMBL1134,DECAMETHONIUM BROMIDE
CHEMBL1136,TELITHROMYCIN
CHEMBL1138,EZETIMIBE
CHEMBL1139,EPOPROSTENOL
CHEMBL1140,NIACINAMIDE
CHEMBL418995,AMINEPTINE
CHEMBL106258,AMINOREX
CHEMBL110458,MIGALASTAT
CHEMBL108545,METHYL SALICYLATE
CHEMBL1141,POTASSIUM IODIDE
CHEMBL1144,PRAVASTATIN
CHEMBL1148,TORSEMIDE
CHEMBL1149,LEVOCARNITINE
CHEMBL1152,PREDNISOLONE ACETATE
CHEMBL110691,CHLORMADINONE ACETATE
CHEMBL113178,SELENOMETHIONINE
CHEMBL1159,PINACIDIL ANHYDROUS
CHEMBL1161,MOMETASONE FUROATE
CHEMBL1162,NORETHINDRONE
CHEMBL1163,ATAZANAVIR
CHEMBL1165,MOEXIPRIL
CHEMBL1166,ARGATROBAN
CHEMBL1167,SPECTINOMYCIN
CHEMBL1168,RAMIPRIL
CHEMBL419213,LISINOPRIL
CHEMBL1169,AMINOSALICYLIC ACID
CHEMBL1170,TESTOSTERONE PROPIONATE
CHEMBL117287,PRUCALOPRIDE
CHEMBL1172,DESLORATADINE
CHEMBL1174,EPTIFIBATIDE
CHEMBL333826,DEQUALINIUM
CHEMBL1175,DULOXETINE
CHEMBL1177,PEMOLINE
CHEMBL117785,TETRABENAZINE
CHEMBL71595,HYDROGEN PEROXIDE
CHEMBL1184,ACETYLCHOLINE CHLORIDE
CHEMBL1185,ZOLMITRIPTAN
CHEMBL1187,PHOSPHORIC ACID
CHEMBL121663,DEQUALINIUM CHLORIDE
CHEMBL1190,DECAMETHONIUM
CHEMBL339427,TUBOCURARINE
CHEMBL338802,SULFAGUANIDINE
CHEMBL1191,SULFAMETHIZOLE
CHEMBL1193,PHENIRAMINE
CHEMBL1194,PRILOCAINE
CHEMBL1195,PROPOXYCAINE
CHEMBL1196,PROPARACAINE
CHEMBL1197,HEXYLCAINE
CHEMBL1198,PRAMOXINE
CHEMBL1200,BENOXINATE
CHEMBL1201,THIOTHIXENE
CHEMBL127516,BUTAMBEN
CHEMBL1202,CIPROFLOXACIN HYDROCHLORIDE
CHEMBL1205,NELFINAVIR MESYLATE
CHEMBL1206,ETHOPROPAZINE
CHEMBL1208,CINOXACIN
CHEMBL334966,CANGRELOR
CHEMBL1214,CARBENICILLIN
CHEMBL340978,BENOXAPROFEN
CHEMBL1215,PHENYLEPHRINE
CHEMBL1218,RAMELTEON
CHEMBL1219,RABEPRAZOLE
CHEMBL1220,TINIDAZOLE
CHEMBL1221,SULCONAZOLE
CHEMBL135400,ZOPICLONE
CHEMBL1223,PENICILLIN G POTASSIUM
CHEMBL136478,SODIUM NITROPRUSSIDE
CHEMBL1224,ACRIVASTINE
CHEMBL344159,TOLVAPTAN
CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS
CHEMBL1229,OSELTAMIVIR
CHEMBL139367,PERAMIVIR ANHYDROUS
CHEMBL341812,IBUFENAC
CHEMBL1231,OXYBUTYNIN
CHEMBL1232,ERTAPENEM SODIUM
CHEMBL1233,CARISOPRODOL
CHEMBL1234,DEFEROXAMINE MESYLATE
CHEMBL1237,LISINOPRIL ANHYDROUS
CHEMBL1238,AZELAIC ACID
CHEMBL1239,BENZYL BENZOATE
CHEMBL1240,PROPANTHELINE BROMIDE
CHEMBL1241,TRIPELENNAMINE
CHEMBL1242,PHENAZOPYRIDINE
CHEMBL141305,CYCLOFENIL
CHEMBL139877,SULFACARBAMIDE
CHEMBL1243,SULFABENZAMIDE
CHEMBL142703,VILDAGLIPTIN
CHEMBL1245,TRIMETHAPHAN CAMSYLATE
CHEMBL1251,GANIRELIX
CHEMBL142635,NAFTOPIDIL
CHEMBL415606,DEGARELIX
CHEMBL1252,ABARELIX
CHEMBL1256,ISOFLURANE
CHEMBL142438,NITROGEN
CHEMBL1257,ENFLURANE
CHEMBL1259,METOCURINE
CHEMBL1261,CITRIC ACID
CHEMBL1262,OXICONAZOLE
CHEMBL1263,SALMETEROL
CHEMBL414804,OXALIPLATIN
CHEMBL1265,ADAPALENE
CHEMBL146095,GLAFENINE
CHEMBL1266,TETRAHYDROZOLINE
CHEMBL343448,ROMIDEPSIN
CHEMBL1271,PENTOLINIUM
CHEMBL1272,REPAGLINIDE
CHEMBL1274,NILUTAMIDE
CHEMBL1275,PERGOLIDE MESYLATE
CHEMBL1278,NARATRIPTAN
CHEMBL1279,FROVATRIPTAN
CHEMBL1280,VERAPAMIL HYDROCHLORIDE
CHEMBL149972,PHENOBARBITAL SODIUM
CHEMBL1282,IMIQUIMOD
CHEMBL348000,CINCHOPHEN
CHEMBL1286,LEVETIRACETAM
CHEMBL1289,HALOPROGIN
CHEMBL1290,PENBUTOLOL
CHEMBL345524,ANTRAFENINE
CHEMBL152684,BECLOBRATE
CHEMBL1291,METIPRANOLOL
CHEMBL1292,CLOFAZIMINE
CHEMBL1293,BETA CAROTENE
CHEMBL1294,QUINIDINE
CHEMBL1295,BUTOCONAZOLE
CHEMBL1296,CEFOTIAM
CHEMBL1297,FENOPROFEN
CHEMBL157101,KETOCONAZOLE
CHEMBL170,QUININE
CHEMBL346235,DIAMTHAZOLE DIHYDROCHLORIDE
CHEMBL1301,HYDROXYSTILBAMIDINE
CHEMBL1303,ROTIGOTINE
CHEMBL1305,ANTAZOLINE
CHEMBL1308,FOMEPIZOLE
CHEMBL1311,ISOSORBIDE MONONITRATE
CHEMBL1314,TIOPRONIN
CHEMBL1316,CARPROFEN
CHEMBL159226,MOXISYLYTE
CHEMBL1321,PROCARBAZINE
CHEMBL1323,DARUNAVIR
CHEMBL1324,TOLCAPONE
CHEMBL1328,PENTAGASTRIN
CHEMBL1336,SORAFENIB
CHEMBL168815,CEVIMELINE
CHEMBL167731,PIXANTRONE
CHEMBL1337,NITISINONE
CHEMBL170988,PHENFORMIN
CHEMBL354077,AMIFAMPRIDINE
CHEMBL354541,LOMITAPIDE
CHEMBL1339,VARDENAFIL HYDROCHLORIDE
CHEMBL1341,METHOXYFLURANE
CHEMBL1342,OXYBATE
CHEMBL1345,GUANETHIDINE MONOSULFATE
CHEMBL1346,DARIFENACIN
CHEMBL175247,ORLISTAT
CHEMBL175691,RILPIVIRINE
CHEMBL1349,VALACYCLOVIR
CHEMBL539423,SPARSENTAN
CHEMBL180022,NERATINIB
CHEMBL1350,TILUDRONIC ACID
CHEMBL1351,CARBOPLATIN
CHEMBL178803,BLONANSERIN
CHEMBL360328,LORCASERIN
CHEMBL361812,RAMATROBAN
CHEMBL1353,SODIUM BICARBONATE
CHEMBL1354,SODIUM ACETATE
CHEMBL1355,SODIUM CITRATE
CHEMBL1356,SODIUM BENZOATE
CHEMBL1357,SODIUM LACTATE
CHEMBL1358,FULVESTRANT
CHEMBL1359,ERTAPENEM
CHEMBL174,AMPICILLIN
CHEMBL360055,GALLAMINE
CHEMBL1360,ATRACURIUM
CHEMBL185073,PANCURONIUM
CHEMBL1363,ARFORMOTEROL
CHEMBL1364,PYRIDOXINE
CHEMBL184412,DRONEDARONE
CHEMBL363295,TERODILINE
CHEMBL1366,AURANOFIN
CHEMBL1368,"SODIUM PHOSPHATE, MONOBASIC"
CHEMBL186314,SODIUM CARBONATE
CHEMBL439849,VILAZODONE
CHEMBL1370,BUDESONIDE
CHEMBL361506,PENTAMIDINE ISETHIONATE
CHEMBL188952,PIRPROFEN
CHEMBL1371,CHLORZOXAZONE
CHEMBL361497,ARTESUNATE
CHEMBL188921,BUFLOMEDIL
CHEMBL187709,TRIPARANOL
CHEMBL191083,METHYLENE BLUE CATION
CHEMBL1372,OXIGLUTATIONE
CHEMBL1373,MODAFINIL
CHEMBL435298,ESFLURBIPROFEN
CHEMBL175,DEXIBUPROFEN
CHEMBL190461,CANNABIDIOL
CHEMBL189963,PALBOCICLIB
CHEMBL1377,PROGUANIL
CHEMBL1378,THIETHYLPERAZINE
CHEMBL262135,GALLIUM OXODOTREOTIDE
CHEMBL193240,ROFLUMILAST
CHEMBL1380,ABACAVIR
CHEMBL1382,TOLTERODINE
CHEMBL426084,SAMIDORPHAN
CHEMBL370143,PAROMOMYCIN
CHEMBL1384,KANAMYCIN
CHEMBL197084,TROFINETIDE
CHEMBL193482,ESTRIOL
CHEMBL1387,NORETHYNODREL
CHEMBL1388,MONOBENZONE
CHEMBL1389,LEVONORGESTREL
CHEMBL1393,SPIRONOLACTONE
CHEMBL363392,MARALIXIBAT
CHEMBL1395,METHYLTESTOSTERONE
CHEMBL198362,RIVAROXABAN
CHEMBL382301,ATOSIBAN
CHEMBL177,AMIKACIN
CHEMBL370805,COCAINE
CHEMBL1397,POSACONAZOLE
CHEMBL372795,STREPTOMYCIN
CHEMBL178,DAUNORUBICIN
CHEMBL1399,ANASTROZOLE
CHEMBL1401,NITAZOXANIDE
CHEMBL201960,PYROVALERONE
CHEMBL204656,ELVITEGRAVIR
CHEMBL203321,BRINCIDOFOVIR
CHEMBL1404,RANOLAZINE
CHEMBL206253,NETUPITANT
CHEMBL1405,ESTRONE
CHEMBL205596,CHOLIC ACID
CHEMBL1409,FLUVOXAMINE MALEATE
CHEMBL1410,NONOXYNOL 9
CHEMBL207538,BREXANOLONE
CHEMBL211456,EPHEDRINE
CHEMBL1412,PIPERAZINE
CHEMBL1413,CICLOPIROX
CHEMBL443052,TAVABOROLE
CHEMBL211471,NEOSTIGMINE METHYLSULFATE
CHEMBL378544,VINBLASTINE SULFATE
CHEMBL1419,SIBUTRAMINE
CHEMBL1420,PRALIDOXIME
CHEMBL218291,FORODESINE
CHEMBL215303,GARENOXACIN
CHEMBL218394,BOCEPREVIR
CHEMBL385517,SAXAGLIPTIN ANHYDROUS
CHEMBL1421,DASATINIB ANHYDROUS
CHEMBL1422,SITAGLIPTIN
CHEMBL1423,PIMOZIDE
CHEMBL386630,TESTOSTERONE
CHEMBL1425,MERCAPTOPURINE ANHYDROUS
CHEMBL181,DIAZOXIDE
CHEMBL374478,RIFAMPIN
CHEMBL218650,DELAMANID
CHEMBL1428,NIMODIPINE
CHEMBL384467,DEXAMETHASONE
CHEMBL182,GANCICLOVIR
CHEMBL184,ACYCLOVIR
CHEMBL374731,TELBIVUDINE
CHEMBL218490,DORZOLAMIDE
CHEMBL220491,BRINZOLAMIDE
CHEMBL220492,TOPIRAMATE
CHEMBL373742,VASOPRESSIN
CHEMBL1429,DESMOPRESSIN
CHEMBL426559,LAROPIPRANT
CHEMBL221959,TOFACITINIB
CHEMBL185,FLUOROURACIL
CHEMBL1430,PENICILLAMINE
CHEMBL1431,METFORMIN
CHEMBL221326,DIQUAFOSOL
CHEMBL376897,METHSCOPOLAMINE
CHEMBL1433,DOXYCYCLINE ANHYDROUS
CHEMBL1434,MINOCYCLINE
CHEMBL1435,CEFAZOLIN
CHEMBL1436,CEFUROXIME
CHEMBL186,CEFEPIME
CHEMBL222559,TIPRANAVIR
CHEMBL1437,NOREPINEPHRINE
CHEMBL221722,FAVIPIRAVIR
CHEMBL222813,ZANAMIVIR
CHEMBL1439,TAZOBACTAM SODIUM
CHEMBL376140,TIGECYCLINE
CHEMBL223448,BROXYQUINOLINE
CHEMBL376488,BEDAQUILINE
CHEMBL1440,TETRACYCLINE
CHEMBL1441,ETHIONAMIDE
CHEMBL225071,RALTITREXED
CHEMBL225072,PEMETREXED
CHEMBL387675,DAPTOMYCIN
CHEMBL389621,HYDROCORTISONE
CHEMBL1443,NAFCILLIN
CHEMBL388590,BENZBROMARONE
CHEMBL1444,LETROZOLE
CHEMBL223228,EFAVIRENZ
CHEMBL227529,ALOGLIPTIN BENZOATE
CHEMBL1445,FLUOXYMESTERONE
CHEMBL376359,ALOGLIPTIN
CHEMBL1446,KANAMYCIN SULFATE
CHEMBL1447,LINCOMYCIN
CHEMBL227875,PRETOMANID
CHEMBL1448,NICLOSAMIDE
CHEMBL1449,TICARCILLIN
CHEMBL1450,ATOVAQUONE
CHEMBL189,MILRINONE
CHEMBL1451,TRIAMCINOLONE
CHEMBL190,THEOPHYLLINE ANHYDROUS
CHEMBL230158,SELADELPAR
CHEMBL1454,LEVAMISOLE
CHEMBL1455,ALTRETAMINE
CHEMBL1456,MYCOPHENOLATE MOFETIL
CHEMBL1457,HYDROCODONE
CHEMBL396778,SAFINAMIDE
CHEMBL231068,FLIBANSERIN
CHEMBL243712,AMISULPRIDE
CHEMBL395091,ESKETAMINE
CHEMBL1460,DIDANOSINE
CHEMBL414357,EXENATIDE
CHEMBL395429,OXYTOCIN
CHEMBL231884,DIOSMIN
CHEMBL1463,FLUCYTOSINE
CHEMBL1464,WARFARIN
CHEMBL1465,PHENPROCOUMON
CHEMBL1466,DICUMAROL
CHEMBL233406,SODIUM SULFATE ANHYDROUS
CHEMBL231813,TELAPREVIR
CHEMBL1467,ALLOPURINOL
CHEMBL232201,BENZIODARONE
CHEMBL395110,MEPAZINE
CHEMBL444633,RIFABUTIN
CHEMBL231779,APIXABAN
CHEMBL1469,PHENYLBUTANOIC ACID
CHEMBL437765,RIFAMYCIN
CHEMBL235668,TIPIRACIL
CHEMBL1471,APREPITANT
CHEMBL237500,LINAGLIPTIN
CHEMBL1472,PROTIRELIN
CHEMBL1473,FLUTICASONE PROPIONATE
CHEMBL1475,TRIOXSALEN
CHEMBL1477,CERIVASTATIN
CHEMBL240597,CHENODIOL
CHEMBL1479,DANAZOL
CHEMBL1480,FELODIPINE
CHEMBL1481,GLIMEPIRIDE
CHEMBL238804,SELEXIPAG
CHEMBL1482,BETHANECHOL
CHEMBL1483,ALBENDAZOLE
CHEMBL393220,ATORVASTATIN CALCIUM
CHEMBL1484,NICARDIPINE
CHEMBL245807,OXYPHENISATINE
CHEMBL191,LOSARTAN
CHEMBL192,SILDENAFIL
CHEMBL247951,PEMAFIBRATE
CHEMBL398435,TICAGRELOR
CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE
CHEMBL1487,ATORVASTATIN
CHEMBL1488,URACIL MUSTARD
CHEMBL1489,AZACITIDINE
CHEMBL1490,TRIHEXYPHENIDYL
CHEMBL1491,AMLODIPINE
CHEMBL400599,BENFLUOREX
CHEMBL254857,FIPEXIDE
CHEMBL1492,DIPHENYLPYRALINE
CHEMBL1493,FLAVOXATE
CHEMBL255044,FLUPIRTINE
CHEMBL1495,OXYPHENCYCLIMINE
CHEMBL404849,SULOCTIDIL
CHEMBL252556,IDEBENONE
CHEMBL1496,ROSUVASTATIN
CHEMBL1497,BETAMETHASONE VALERATE
CHEMBL254219,DIGITOXIN
CHEMBL1501,FLUOCINONIDE
CHEMBL398707,HYDROMORPHONE
CHEMBL193,NIFEDIPINE
CHEMBL1502,PANTOPRAZOLE
CHEMBL1503,OMEPRAZOLE
CHEMBL1504,TRIAMCINOLONE ACETONIDE
CHEMBL1505,ALMOTRIPTAN
CHEMBL1508,ESCITALOPRAM
CHEMBL1509,DROSPIRENONE
CHEMBL1510,ELETRIPTAN
CHEMBL1511,ESTRADIOL VALERATE
CHEMBL1512,FLUNISOLIDE
CHEMBL1513,IRBESARTAN
CHEMBL1514,LEVOMETHADYL ACETATE
CHEMBL249837,METHACYCLINE
CHEMBL1515,METHIMAZOLE
CHEMBL1517,OXYTETRACYCLINE
CHEMBL1518,PROPYLTHIOURACIL
CHEMBL1519,TRANDOLAPRIL
CHEMBL1520,VARDENAFIL
CHEMBL1521,ZALEPLON
CHEMBL1522,ESZOPICLONE
CHEMBL248702,DEXFENFLURAMINE
CHEMBL1525,PERMETHRIN
CHEMBL254316,RALTEGRAVIR
CHEMBL254468,FLUCICLOVINE F18
CHEMBL404108,LUMIRACOXIB
CHEMBL256087,MENTHOL
CHEMBL1528,SODIUM FLUORIDE
CHEMBL1529,DIPHENIDOL HYDROCHLORIDE
CHEMBL256997,ATALUREN
CHEMBL256105,MONENSIN
CHEMBL255863,NILOTINIB
CHEMBL259209,MILNACIPRAN
CHEMBL259571,TAPINAROF
CHEMBL1531,ETONOGESTREL
CHEMBL1532,QUINETHAZONE
CHEMBL408403,ANGIOTENSIN II
CHEMBL1533,DESOGESTREL
CHEMBL1534,RIBOFLAVIN
CHEMBL259972,MOFEZOLAC
CHEMBL1535,HYDROXYCHLOROQUINE
CHEMBL1536,ERGOCALCIFEROL
CHEMBL261772,MECLOCYCLINE SULFOSALICYLATE
CHEMBL1537,AZLOCILLIN
CHEMBL1538,TENOFOVIR DISOPROXIL
CHEMBL1539,SULFADOXINE
CHEMBL1540,PENCICLOVIR
CHEMBL1541,CEFIXIME
CHEMBL1542,AZATHIOPRINE
CHEMBL260538,ULIPRISTAL ACETATE
CHEMBL405110,METHYLENE BLUE ANHYDROUS
CHEMBL1544,LIOTHYRONINE
CHEMBL408513,BELINOSTAT
CHEMBL270190,ALVIMOPAN
CHEMBL1546,HYDROXYAMPHETAMINE
CHEMBL404271,ACARBOSE
CHEMBL1547,THIAMINE ION
CHEMBL256907,MARAVIROC
CHEMBL271227,ABIRATERONE ACETATE
CHEMBL404520,CHLORTETRACYCLINE
CHEMBL267495,NALFURAFINE
CHEMBL1549,HYDROCORTISONE CYPIONATE
CHEMBL1550,PHYTONADIONE
CHEMBL429910,DAPAGLIFLOZIN
CHEMBL1551,URSODIOL
CHEMBL406393,DEOXYCHOLIC ACID
CHEMBL272427,TAURURSODIOL
CHEMBL1554,DACTINOMYCIN
CHEMBL1555,GALANTAMINE HYDROBROMIDE
CHEMBL196,ASCORBIC ACID
CHEMBL1557,DOPAMINE HYDROCHLORIDE
CHEMBL1558,PRAZOSIN HYDROCHLORIDE
CHEMBL1559,MICONAZOLE NITRATE
CHEMBL1560,CAPTOPRIL
CHEMBL517712,ATROPINE
CHEMBL1561,MIGLITOL
CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE
CHEMBL511142,BUPRENORPHINE
CHEMBL1564,DIPHENYLPYRALINE HYDROCHLORIDE
CHEMBL529437,COCAINE HYDROCHLORIDE
CHEMBL471737,IVABRADINE
CHEMBL444436,CUPRIC CHLORIDE
CHEMBL1567,SUNITINIB MALATE
CHEMBL501849,SIMEPREVIR
CHEMBL455186,TREOSULFAN
CHEMBL462547,URETHANE
CHEMBL1569,AMANTADINE HYDROCHLORIDE
CHEMBL1570,SULFOXONE
CHEMBL452231,TENIPOSIDE
CHEMBL1571,TESTOLACTONE
CHEMBL461522,METAMIZOLE
CHEMBL462394,METRIZAMIDE
CHEMBL1572,NETILMICIN
CHEMBL1574,PHENTERMINE
CHEMBL1576,ETHINAMATE
CHEMBL1577,METHYCLOTHIAZIDE
CHEMBL1578,ANISOTROPINE METHYLBROMIDE
CHEMBL1580,PENTOSTATIN
CHEMBL1581,PERINDOPRIL
CHEMBL515914,AZARIBINE
CHEMBL1583,BACAMPICILLIN
CHEMBL1584,PIPERACETAZINE
CHEMBL1585,PIPOBROMAN
CHEMBL488093,PYRITINOL
CHEMBL1587,POLYTHIAZIDE
CHEMBL487253,BENDAMUSTINE
CHEMBL1588,THIAMINE
CHEMBL1589,ACETOHEXAMIDE
CHEMBL1590,PSEUDOEPHEDRINE
CHEMBL1591,DEMECLOCYCLINE
CHEMBL1592,QUINAPRIL
CHEMBL1594,PANTOTHENIC ACID
CHEMBL1595,DIHYDROCODEINE
CHEMBL462605,PITOLISANT
CHEMBL1596,CARBENICILLIN INDANYL
CHEMBL1597,DIMERCAPROL
CHEMBL1599,CEPHAPIRIN
CHEMBL1601,CEFONICID
CHEMBL1604,CEPHRADINE
CHEMBL1605,CEFTIBUTEN
CHEMBL454950,TETRACYCLINE HYDROCHLORIDE
CHEMBL502097,MIPOMERSEN SODIUM
CHEMBL1607,TOPOTECAN HYDROCHLORIDE
CHEMBL461101,ELTROMBOPAG
CHEMBL474579,CEFOTETAN
CHEMBL514800,APREMILAST
CHEMBL1611,PHENYTOIN SODIUM
CHEMBL512351,BETRIXABAN
CHEMBL515387,GOSOGLIPTIN
CHEMBL473417,VISMODEGIB
CHEMBL491571,DORIPENEM
CHEMBL521606,NADOLOL
CHEMBL359744,DOXORUBICIN HYDROCHLORIDE
CHEMBL506247,TANNIC ACID
CHEMBL1614,DESLANOSIDE
CHEMBL1617,RIFAXIMIN
CHEMBL1618,CEFAMANDOLE NAFATE
CHEMBL1619,CLADRIBINE
CHEMBL1620,DIPHENHYDRAMINE HYDROCHLORIDE
CHEMBL1621,PALIPERIDONE
CHEMBL1622,FOLIC ACID
CHEMBL524004,MEPENZOLATE
CHEMBL1623,MECLIZINE
CHEMBL1624,LEVOTHYROXINE
CHEMBL500576,TEMOPORFIN
CHEMBL1625,OXYBENZONE
CHEMBL1626,CLEMASTINE
CHEMBL521686,OLAPARIB
CHEMBL518520,RALTEGRAVIR POTASSIUM
CHEMBL522038,XIMELAGATRAN
CHEMBL1632,CEPHALOTHIN SODIUM
CHEMBL1633,KETOTIFEN FUMARATE
CHEMBL467058,LANINAMIVIR OCTANOATE
CHEMBL1637,GEMCITABINE HYDROCHLORIDE
CHEMBL1639,ALISKIREN
CHEMBL1640,TRYPAN BLUE
CHEMBL1641,HYDROCORTISONE PHOSPHORIC ACID
CHEMBL451930,PLITIDEPSIN
CHEMBL1642,IMATINIB MESYLATE
CHEMBL1643,RIBAVIRIN
CHEMBL1644,CEFADROXIL
CHEMBL494753,ESTRONE SULFURIC ACID
CHEMBL494622,FLURPIRIDAZ
CHEMBL1646,INDOCYANINE GREEN
CHEMBL1648,ISRADIPINE
CHEMBL493982,VORAPAXAR
CHEMBL1650,CORTISONE ACETATE
CHEMBL503565,VINBARBITAL
CHEMBL468837,HEPTABARBITAL
CHEMBL477772,PAZOPANIB
CHEMBL1652,AMBENONIUM
CHEMBL476960,VOGLIBOSE
CHEMBL501867,VINCRISTINE SULFATE
CHEMBL1653,PHENIRAMINE MALEATE
CHEMBL450449,TRABECTEDIN
CHEMBL1654,RISEDRONATE SODIUM
CHEMBL1655,TOREMIFENE
CHEMBL1657,TAZAROTENE
CHEMBL1658,RETAPAMULIN
CHEMBL1659,CHLORPHENIRAMINE MALEATE
CHEMBL507870,TELAVANCIN
CHEMBL501122,CEFTAROLINE FOSAMIL
CHEMBL1660,RIFAPENTINE
CHEMBL1661,LACTITOL
CHEMBL498847,SECNIDAZOLE
CHEMBL1663,PERFLUTREN
CHEMBL523299,UMECLIDINIUM BROMIDE
CHEMBL483254,PANOBINOSTAT
CHEMBL1664,FOSAMPRENAVIR
CHEMBL525610,TERIPARATIDE
CHEMBL457547,MICAFUNGIN
CHEMBL1668,RESCINNAMINE
CHEMBL459265,HEXAMETHYL PARAROSANILINE
CHEMBL1670,MITOTANE
CHEMBL1671,PROPRANOLOL HYDROCHLORIDE
CHEMBL454446,CEFDITOREN PIVOXIL
CHEMBL518924,MAVORIXAFOR
CHEMBL1675,VITAMIN A PALMITATE
CHEMBL1676,FLUTICASONE FUROATE
CHEMBL1677,TACRINE HYDROCHLORIDE
CHEMBL1678,DONEPEZIL HYDROCHLORIDE
CHEMBL507674,CEFOPERAZONE
CHEMBL525076,ENFUVIRTIDE
CHEMBL1679,LEUCOVORIN
CHEMBL1680,OCTREOTIDE
CHEMBL1681,IODOHIPPURATE
CHEMBL1682,SORBITOL
CHEMBL490665,NALFURAFINE HYDROCHLORIDE
CHEMBL1683,HYDROCORTISONE BUTYRATE
CHEMBL502182,ELAGOLIX SODIUM
CHEMBL1684,BENDROFLUMETHIAZIDE
CHEMBL485696,SULFISOMIDINE
CHEMBL1685,DEZOCINE
CHEMBL515408,MARIBAVIR
CHEMBL484785,CRISABOROLE
CHEMBL451887,CARFILZOMIB
CHEMBL502835,NINTEDANIB
CHEMBL1689,TOLAZOLINE HYDROCHLORIDE
CHEMBL1690,HYDROXYCHLOROQUINE SULFATE
CHEMBL535650,MEFLOQUINE HYDROCHLORIDE
CHEMBL1691,BETAXOLOL HYDROCHLORIDE
CHEMBL542541,HYDRALAZINE HYDROCHLORIDE
CHEMBL544665,FINGOLIMOD HYDROCHLORIDE
CHEMBL1692,IMIPRAMINE HYDROCHLORIDE
CHEMBL1693,DIETHYLPROPION HYDROCHLORIDE
CHEMBL1694,BENAZEPRIL HYDROCHLORIDE
CHEMBL1695,TIAGABINE HYDROCHLORIDE
CHEMBL1696,DESIPRAMINE HYDROCHLORIDE
CHEMBL1697,DILTIAZEM HYDROCHLORIDE
CHEMBL1698,BUPROPION HYDROCHLORIDE
CHEMBL1699,MEMANTINE HYDROCHLORIDE
CHEMBL1700,SOTALOL HYDROCHLORIDE
CHEMBL1701,MEPERIDINE HYDROCHLORIDE
CHEMBL1702,ATOMOXETINE HYDROCHLORIDE
CHEMBL1703,METFORMIN HYDROCHLORIDE
CHEMBL1705,CLONIDINE HYDROCHLORIDE
CHEMBL1706,NAPHAZOLINE HYDROCHLORIDE
CHEMBL1707,LOPERAMIDE HYDROCHLORIDE
CHEMBL1709,SERTRALINE HYDROCHLORIDE
CHEMBL535396,RIMANTADINE HYDROCHLORIDE
CHEMBL1711,ISOPROTERENOL HYDROCHLORIDE
CHEMBL1713,CHLORPROMAZINE HYDROCHLORIDE
CHEMBL1714,KETAMINE HYDROCHLORIDE
CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE
CHEMBL1716,CYPROHEPTADINE HYDROCHLORIDE
CHEMBL1717,TICLOPIDINE HYDROCHLORIDE
CHEMBL1718,NALOXONE HYDROCHLORIDE
CHEMBL539770,TERODILINE HYDROCHLORIDE
CHEMBL1719,OLOPATADINE HYDROCHLORIDE
CHEMBL1720,PALONOSETRON HYDROCHLORIDE
CHEMBL1722,METHYLPHENIDATE HYDROCHLORIDE
CHEMBL1723,ALFUZOSIN HYDROCHLORIDE
CHEMBL1724,MEPENZOLATE BROMIDE
CHEMBL1725,IOPROMIDE
