entrez_id,doid,evidence
10628,DOID:263,DisGeNET
3399,DOID:10283,DisGeNET
10370,DOID:184,DisGeNET
10758,DOID:9008,DisGeNET;GWAS Catalog
23563,DOID:219,DISEASES
9342,DOID:5419,DISEASES
7037,DOID:3393,DisGeNET
84342,DOID:9835,DISEASES
284,DOID:3393,DisGeNET
952,DOID:9744,DisGeNET
783,DOID:1094,GWAS Catalog
4585,DOID:263,DisGeNET
4846,DOID:7148,DOAF
5241,DOID:11612,DisGeNET
55608,DOID:2986,DisGeNET
5697,DOID:9970,DISEASES;DOAF;DisGeNET
84364,DOID:10534,DisGeNET
2185,DOID:1909,DisGeNET
1137,DOID:1094,DISEASES
9570,DOID:1826,DISEASES
139628,DOID:1192,DisGeNET
6361,DOID:3310,DISEASES;DOAF;DisGeNET
2566,DOID:1826,DISEASES;DOAF;DisGeNET
23302,DOID:3571,DisGeNET
2952,DOID:3393,DOAF
602,DOID:2531,DISEASES
8405,DOID:10283,DisGeNET
8743,DOID:1793,DisGeNET
9379,DOID:12849,DISEASES
1138,DOID:3083,DOAF
5457,DOID:1686,DISEASES
3557,DOID:10283,DisGeNET
4282,DOID:8577,DOAF
55699,DOID:2986,DisGeNET
2670,DOID:1826,DISEASES;DisGeNET
100506742,DOID:4989,DisGeNET
596,DOID:11934,DisGeNET
88,DOID:12930,DISEASES
79047,DOID:9970,DISEASES;DisGeNET
1013,DOID:11612,DisGeNET
5286,DOID:5419,GWAS Catalog
738,DOID:3393,DISEASES
23534,DOID:12236,GWAS Catalog
2167,DOID:14221,DISEASES
3953,DOID:1612,DisGeNET
7124,DOID:11054,DisGeNET
84709,DOID:7148,DisGeNET
7128,DOID:418,GWAS Catalog
9162,DOID:5419,GWAS Catalog
251,DOID:2355,DISEASES
54474,DOID:11239,DISEASES
4542,DOID:2986,DisGeNET
6663,DOID:1909,DISEASES;DOAF
8028,DOID:1909,DisGeNET
1435,DOID:418,DisGeNET
3798,DOID:7148,DisGeNET
3350,DOID:594,DISEASES;DOAF;DisGeNET
22914,DOID:1909,DisGeNET
5328,DOID:784,DisGeNET
79991,DOID:0050156,DisGeNET
3562,DOID:2355,DISEASES;DisGeNET
54796,DOID:2394,DisGeNET
367,DOID:11714,DisGeNET
1565,DOID:1595,DISEASES
60312,DOID:1686,GWAS Catalog
23112,DOID:13223,GWAS Catalog
1071,DOID:3393,DISEASES;DOAF;DisGeNET
84295,DOID:1826,DISEASES
2678,DOID:12236,DISEASES
177,DOID:9352,DisGeNET
4846,DOID:14221,DISEASES;DisGeNET
1282,DOID:1312,DisGeNET
6495,DOID:1686,DISEASES
4316,DOID:10283,DisGeNET;GWAS Catalog
56890,DOID:3312,GWAS Catalog
6787,DOID:2986,DisGeNET
3162,DOID:3083,DisGeNET
2304,DOID:1781,DISEASES;GWAS Catalog
6462,DOID:11612,DISEASES;DOAF
4856,DOID:1115,DOAF
2706,DOID:2531,DISEASES
7124,DOID:3571,DisGeNET
207,DOID:5419,DOAF
7161,DOID:1909,DOAF
6400,DOID:8577,DISEASES
4314,DOID:90,DISEASES
1200,DOID:10652,DisGeNET
2626,DOID:10763,DisGeNET
6103,DOID:10871,DisGeNET
3199,DOID:10534,DisGeNET
6598,DOID:1115,DOAF
1329,DOID:3393,DisGeNET
1636,DOID:5419,DOAF
6347,DOID:7693,DisGeNET
7276,DOID:10652,DISEASES;DOAF
5742,DOID:8577,DisGeNET
11197,DOID:5041,DisGeNET
3097,DOID:3393,DisGeNET
57054,DOID:14227,DISEASES
7015,DOID:2394,DisGeNET
6096,DOID:9835,GWAS Catalog
973,DOID:216,DISEASES
7045,DOID:418,DISEASES
3566,DOID:3393,DisGeNET
9582,DOID:1324,DisGeNET
5080,DOID:10534,DisGeNET
8837,DOID:2531,DISEASES;DisGeNET
5787,DOID:1115,DisGeNET
5800,DOID:1312,DISEASES
353143,DOID:9008,DISEASES
10666,DOID:7148,GWAS Catalog
4842,DOID:9352,DisGeNET
1233,DOID:3571,DisGeNET
776,DOID:1826,DISEASES
2820,DOID:9352,DisGeNET
51119,DOID:2531,DISEASES
57379,DOID:2531,DISEASES;DisGeNET
54903,DOID:9970,DISEASES
177,DOID:11476,DisGeNET
5816,DOID:5419,DISEASES
8764,DOID:7148,DISEASES;DisGeNET
5371,DOID:2531,DISEASES
113878,DOID:1319,DisGeNET
1139,DOID:5419,DOAF
729230,DOID:635,DISEASES
5290,DOID:3393,DISEASES
84769,DOID:2377,GWAS Catalog
135,DOID:594,DOAF;DisGeNET
50833,DOID:0050742,DISEASES
6783,DOID:10283,DisGeNET
3356,DOID:8986,DISEASES
4018,DOID:10763,DISEASES
27328,DOID:10652,DOAF;DisGeNET
4193,DOID:2531,DISEASES
5444,DOID:7148,DOAF;DisGeNET
301,DOID:263,DisGeNET
2571,DOID:9744,DISEASES
5742,DOID:10763,DisGeNET
55706,DOID:2986,DisGeNET
8537,DOID:10283,DisGeNET
3123,DOID:10608,DisGeNET
840,DOID:1612,DisGeNET
186,DOID:2841,DisGeNET
8807,DOID:8577,DisGeNET
2729,DOID:1324,DisGeNET
5552,DOID:2986,DisGeNET
3106,DOID:7147,DISEASES;DOAF;DisGeNET
4436,DOID:4159,DISEASES
925,DOID:4362,DISEASES
665,DOID:4989,DisGeNET
3146,DOID:5041,DisGeNET
23252,DOID:8577,GWAS Catalog
93986,DOID:12849,DISEASES;DisGeNET
632,DOID:2841,DisGeNET
79092,DOID:8893,DISEASES;DisGeNET
9425,DOID:1324,DisGeNET
3593,DOID:2377,DOAF;GWAS Catalog
152330,DOID:12849,DISEASES;DisGeNET
7153,DOID:1612,DISEASES;DisGeNET
1280,DOID:9835,DISEASES;DisGeNET
1269,DOID:11476,DOAF
200504,DOID:10534,DISEASES
6770,DOID:9352,DisGeNET
7171,DOID:11476,DisGeNET
10803,DOID:1826,DisGeNET
28,DOID:1793,DisGeNET;GWAS Catalog
3075,DOID:10976,DisGeNET
3866,DOID:4159,DISEASES
3263,DOID:9352,DisGeNET
2026,DOID:1115,DISEASES
4128,DOID:1094,DISEASES
2834,DOID:9970,DisGeNET
2261,DOID:2531,DisGeNET
4313,DOID:418,DOAF
3586,DOID:2377,DISEASES;DOAF
26031,DOID:2986,DisGeNET
2296,DOID:10283,DisGeNET
91661,DOID:263,DisGeNET
27306,DOID:3571,DISEASES
1374,DOID:784,DisGeNET
340351,DOID:7148,DISEASES
1728,DOID:14330,DisGeNET
9080,DOID:10283,DisGeNET
3586,DOID:13241,DisGeNET;GWAS Catalog
5928,DOID:2174,DISEASES
2563,DOID:1826,DISEASES
4609,DOID:9970,DisGeNET
675,DOID:2355,DISEASES;DOAF;DisGeNET
2899,DOID:1324,DisGeNET
585,DOID:9970,DISEASES;DisGeNET
3852,DOID:1790,DISEASES
3118,DOID:7148,DisGeNET
3229,DOID:4159,DISEASES
2897,DOID:14330,DISEASES
9817,DOID:784,DisGeNET
55600,DOID:9352,DisGeNET
4889,DOID:9970,DisGeNET
81605,DOID:10534,DisGeNET
1543,DOID:3083,DisGeNET
51733,DOID:12849,DisGeNET
7422,DOID:3083,DOAF
64764,DOID:1192,DISEASES
2896,DOID:332,DISEASES;DOAF
7764,DOID:2394,DISEASES
5786,DOID:3393,DisGeNET
3557,DOID:1826,DisGeNET
6944,DOID:332,DISEASES
1969,DOID:1909,DOAF
1528,DOID:9970,DisGeNET
2944,DOID:3393,DOAF
6868,DOID:3571,DISEASES
4074,DOID:10534,DisGeNET
3394,DOID:9074,GWAS Catalog
114904,DOID:9744,DisGeNET;GWAS Catalog
185,DOID:1793,DisGeNET
3162,DOID:2986,DisGeNET
947,DOID:3565,DISEASES
157,DOID:14330,DisGeNET
2557,DOID:12849,DisGeNET
57142,DOID:1094,DISEASES
8050,DOID:12236,DISEASES
56729,DOID:11714,DISEASES
2950,DOID:11054,DISEASES;DisGeNET
6751,DOID:1826,DisGeNET
9510,DOID:2986,DisGeNET
56852,DOID:2355,DISEASES
3575,DOID:12236,DisGeNET;GWAS Catalog
5972,DOID:3393,DISEASES;DisGeNET
8477,DOID:2377,GWAS Catalog
6531,DOID:3070,DisGeNET
5743,DOID:3953,DisGeNET
27069,DOID:2841,DISEASES
2033,DOID:10283,DISEASES
1137,DOID:1826,DISEASES;DOAF;DisGeNET
3855,DOID:263,DISEASES;DisGeNET
250,DOID:2994,DISEASES
50632,DOID:3070,DISEASES
4683,DOID:10283,DISEASES;DisGeNET
5972,DOID:3953,DISEASES
5290,DOID:219,DISEASES
4076,DOID:2986,DisGeNET
22803,DOID:332,DISEASES
9507,DOID:90,DISEASES
3033,DOID:3393,DisGeNET
10347,DOID:10652,DISEASES;DisGeNET;GWAS Catalog
4255,DOID:1909,DisGeNET
3756,DOID:2043,DISEASES
7490,DOID:184,DISEASES
84639,DOID:7147,DISEASES
10861,DOID:585,DISEASES
26986,DOID:2377,DISEASES
2006,DOID:10941,DOAF
4001,DOID:2986,DisGeNET
1958,DOID:1612,DisGeNET
147381,DOID:10763,DisGeNET
7010,DOID:3393,DisGeNET
64434,DOID:2394,DISEASES
3627,DOID:9744,DisGeNET
4193,DOID:1115,DISEASES;DOAF
79364,DOID:1993,DISEASES
991,DOID:2986,DisGeNET
3558,DOID:9744,GWAS Catalog
90865,DOID:4481,GWAS Catalog
6927,DOID:9352,DISEASES;DisGeNET;GWAS Catalog
64137,DOID:1936,DISEASES
3751,DOID:1826,DISEASES
118429,DOID:11476,DisGeNET
10454,DOID:8778,GWAS Catalog
8841,DOID:14221,DisGeNET
11186,DOID:1909,DOAF
51324,DOID:0050741,DISEASES
648,DOID:2531,DISEASES
3375,DOID:1793,DISEASES
9640,DOID:4362,DISEASES
7157,DOID:8850,DisGeNET
3553,DOID:3070,DisGeNET
1184,DOID:585,DISEASES
939,DOID:9074,DOAF
5890,DOID:10283,GWAS Catalog
131,DOID:0050741,DisGeNET
4642,DOID:12849,DisGeNET
3868,DOID:11054,DisGeNET
2012,DOID:10283,DisGeNET
30008,DOID:10283,DisGeNET
3569,DOID:14330,DisGeNET
50618,DOID:1826,DISEASES
583,DOID:9970,DISEASES
3123,DOID:1909,DOAF
9611,DOID:11612,DisGeNET
3061,DOID:8986,DISEASES
11221,DOID:2986,DisGeNET
29801,DOID:5419,DOAF
23245,DOID:6364,DisGeNET;GWAS Catalog
23411,DOID:1319,DisGeNET
4218,DOID:7148,DisGeNET
467,DOID:10283,DisGeNET
948,DOID:9352,DisGeNET
948,DOID:10871,DisGeNET
7474,DOID:4362,DisGeNET
83998,DOID:10534,DisGeNET
4314,DOID:3393,DisGeNET
57167,DOID:2531,DisGeNET
177,DOID:10763,DisGeNET
8929,DOID:9835,DISEASES
3162,DOID:5041,DisGeNET
1621,DOID:14330,DOAF
5925,DOID:184,DisGeNET
56259,DOID:8986,DISEASES
1476,DOID:3565,DisGeNET
6241,DOID:2986,DisGeNET
2938,DOID:10283,DISEASES;DisGeNET
56477,DOID:10763,DisGeNET
3205,DOID:1909,DisGeNET
51738,DOID:10763,DOAF
440,DOID:2531,DISEASES
885,DOID:5419,DISEASES
10163,DOID:1595,DISEASES
1652,DOID:9835,DISEASES
8807,DOID:8778,GWAS Catalog
2833,DOID:2841,DOAF
3383,DOID:12365,DISEASES;DOAF;DisGeNET
6277,DOID:9352,DisGeNET
57216,DOID:10763,DISEASES
4014,DOID:8893,DISEASES
723961,DOID:9970,DisGeNET
1012,DOID:3393,DisGeNET
158,DOID:12849,DisGeNET
150962,DOID:8778,GWAS Catalog
1910,DOID:3393,DisGeNET
4267,DOID:3277,DISEASES
4535,DOID:9352,DisGeNET
1543,DOID:11934,DOAF
6469,DOID:1793,DISEASES
2897,DOID:1826,DISEASES;DisGeNET
10527,DOID:2986,DisGeNET
7124,DOID:7148,DISEASES;DOAF;DisGeNET
3952,DOID:14221,DISEASES;DisGeNET
4099,DOID:14330,DisGeNET
3082,DOID:3571,DISEASES;DisGeNET
57094,DOID:4989,DISEASES
57497,DOID:1324,GWAS Catalog
1611,DOID:8577,DisGeNET;GWAS Catalog
729238,DOID:2841,DisGeNET
2532,DOID:2355,DOAF
1965,DOID:1826,DisGeNET
2950,DOID:3070,DisGeNET
7486,DOID:10283,DISEASES
4282,DOID:1826,DisGeNET
5620,DOID:14227,DISEASES
3359,DOID:6364,DISEASES
1029,DOID:11054,DisGeNET
5340,DOID:1936,DISEASES
5274,DOID:1826,DisGeNET
10454,DOID:11612,DisGeNET
55193,DOID:4606,DisGeNET
7132,DOID:2377,DISEASES;DOAF;DisGeNET;GWAS Catalog
7515,DOID:1612,DISEASES;DisGeNET
2559,DOID:9970,DisGeNET
5686,DOID:11476,DisGeNET
10232,DOID:10534,DisGeNET
11010,DOID:263,DisGeNET
160762,DOID:1909,DisGeNET
57103,DOID:2986,DisGeNET
4233,DOID:4989,DisGeNET
1029,DOID:3070,DisGeNET
343930,DOID:263,DisGeNET
3605,DOID:3310,DISEASES
7097,DOID:2841,DOAF
6347,DOID:3393,DISEASES;DisGeNET
6571,DOID:5419,DOAF
5313,DOID:2355,DISEASES;DOAF
2055,DOID:1826,DISEASES
6271,DOID:2174,DISEASES
598,DOID:1324,DISEASES
5979,DOID:2531,DisGeNET
7040,DOID:12185,DOAF
140733,DOID:10763,GWAS Catalog
56128,DOID:1909,DisGeNET
4318,DOID:10976,DisGeNET
4889,DOID:3393,DisGeNET
1493,DOID:9074,DISEASES;DOAF;DisGeNET
3952,DOID:10763,DISEASES;DOAF;DisGeNET
1636,DOID:3393,DISEASES;DOAF;DisGeNET
3123,DOID:12361,DISEASES;DOAF;DisGeNET
25793,DOID:11555,DISEASES
5292,DOID:3070,DisGeNET
5546,DOID:263,DISEASES;DisGeNET
4233,DOID:12849,DOAF;DisGeNET
3231,DOID:2394,DisGeNET
401,DOID:9835,DISEASES
308,DOID:10763,DisGeNET
1436,DOID:2531,DISEASES;DisGeNET
1365,DOID:10534,DisGeNET
64799,DOID:1909,DisGeNET
2670,DOID:332,DisGeNET
10376,DOID:11476,DisGeNET
2167,DOID:9970,DISEASES;DOAF
4842,DOID:10763,DisGeNET
3576,DOID:10534,DisGeNET
54407,DOID:2986,DisGeNET
1063,DOID:1612,DisGeNET
6038,DOID:10283,DisGeNET
140838,DOID:12365,DISEASES
55892,DOID:11054,GWAS Catalog
4843,DOID:7693,DisGeNET
4288,DOID:3070,DisGeNET
6584,DOID:12930,DisGeNET
1647,DOID:10534,DisGeNET
4108,DOID:11054,DisGeNET
84790,DOID:10534,DisGeNET
3562,DOID:184,DisGeNET
412,DOID:10763,DisGeNET
909,DOID:3393,DISEASES
5447,DOID:3070,DisGeNET
396,DOID:10763,DisGeNET
6659,DOID:8850,DisGeNET
768,DOID:1612,DisGeNET
1366,DOID:2394,DisGeNET
28973,DOID:10534,DisGeNET
185,DOID:1612,DisGeNET
51284,DOID:9074,DISEASES;DOAF;DisGeNET
594857,DOID:3310,DISEASES
1950,DOID:1909,DOAF
9126,DOID:2531,DisGeNET
4669,DOID:10283,DisGeNET
6347,DOID:10941,DisGeNET
3356,DOID:12849,DISEASES;DisGeNET
1588,DOID:12849,DisGeNET
3562,DOID:2841,DISEASES
1535,DOID:784,DisGeNET
10052,DOID:10763,DisGeNET
3569,DOID:2043,DOAF
3356,DOID:10763,DISEASES;DOAF
8644,DOID:10283,DISEASES;DisGeNET
11255,DOID:10763,DisGeNET
81037,DOID:1324,DISEASES;DisGeNET;GWAS Catalog
23451,DOID:2174,DisGeNET
6935,DOID:363,DisGeNET
9582,DOID:11054,DisGeNET
3123,DOID:8986,DISEASES;DOAF;DisGeNET
7517,DOID:11934,DisGeNET
6548,DOID:9352,DisGeNET
632,DOID:5408,DISEASES
3595,DOID:12236,GWAS Catalog
3123,DOID:10976,DisGeNET
7508,DOID:1324,DisGeNET
846,DOID:4989,DOAF
301,DOID:10534,DisGeNET
5327,DOID:3393,DISEASES;DisGeNET
6285,DOID:3393,DisGeNET
613,DOID:2531,DISEASES;DisGeNET
6513,DOID:2394,DisGeNET
355,DOID:7148,DOAF
7124,DOID:8398,DISEASES;DOAF
51752,DOID:7147,DISEASES;DOAF;DisGeNET;GWAS Catalog
3558,DOID:1319,DisGeNET
1234,DOID:9074,DOAF
3106,DOID:8893,DISEASES;DOAF
3383,DOID:2531,DISEASES
4610,DOID:1319,DisGeNET
8718,DOID:12361,DISEASES
8128,DOID:12849,DisGeNET
5444,DOID:3393,DISEASES;DOAF;DisGeNET
4609,DOID:9296,DisGeNET
3265,DOID:2174,DISEASES
57465,DOID:1826,DISEASES;DisGeNET
3791,DOID:10763,DISEASES;DisGeNET
3592,DOID:2377,DisGeNET
7442,DOID:4989,DisGeNET
5582,DOID:2531,DISEASES
3358,DOID:3312,DISEASES;DOAF
29128,DOID:8850,DisGeNET
7077,DOID:10941,DisGeNET
313,DOID:2986,DisGeNET
7157,DOID:2043,DOAF
117579,DOID:3393,DisGeNET
4353,DOID:8778,DISEASES
23404,DOID:3571,DisGeNET
8916,DOID:3571,DisGeNET
2949,DOID:12849,DisGeNET
7112,DOID:3393,DisGeNET
1108,DOID:363,DisGeNET
54617,DOID:216,DISEASES
7150,DOID:418,DISEASES
6860,DOID:1909,DisGeNET
212,DOID:2355,DISEASES;DOAF;DisGeNET
1029,DOID:9970,DisGeNET
26227,DOID:10283,DisGeNET
8924,DOID:8577,DisGeNET
10232,DOID:2394,DISEASES;DisGeNET
6653,DOID:10652,DISEASES;DOAF;DisGeNET;GWAS Catalog
5663,DOID:10652,DISEASES;DOAF;DisGeNET
6678,DOID:2394,DisGeNET
332,DOID:3070,DisGeNET
7167,DOID:11476,DisGeNET
5604,DOID:2531,DisGeNET
221035,DOID:12849,DisGeNET
6352,DOID:3310,DISEASES;DisGeNET
886,DOID:9970,DisGeNET
1493,DOID:9744,DISEASES;DisGeNET;GWAS Catalog
999,DOID:2394,DISEASES;DisGeNET
27134,DOID:10283,DisGeNET
6401,DOID:3310,DisGeNET
11213,DOID:11476,DisGeNET
8882,DOID:3393,GWAS Catalog
11280,DOID:1909,DisGeNET
208,DOID:3070,DisGeNET
107,DOID:1324,DisGeNET
581,DOID:2531,DISEASES
3440,DOID:11054,DisGeNET
7040,DOID:7148,DISEASES;DOAF
4288,DOID:2394,DisGeNET
7422,DOID:1612,DISEASES;DOAF;DisGeNET
1740,DOID:1909,DisGeNET
2950,DOID:263,DisGeNET
1029,DOID:2531,DisGeNET
4537,DOID:14330,DisGeNET
1577,DOID:10283,DisGeNET
947,DOID:1612,DISEASES
3105,DOID:7148,DISEASES
2065,DOID:9744,GWAS Catalog
862,DOID:1324,DisGeNET
51742,DOID:8850,DisGeNET
25797,DOID:5419,GWAS Catalog
1052,DOID:2531,DisGeNET
51167,DOID:9352,DisGeNET
10060,DOID:10763,DisGeNET
4322,DOID:12236,DisGeNET
5054,DOID:14221,DISEASES
7040,DOID:3571,DISEASES
7068,DOID:1612,DisGeNET
4133,DOID:10652,DISEASES;DisGeNET
10897,DOID:332,DISEASES
1636,DOID:12930,DISEASES;DOAF
4046,DOID:8577,DisGeNET;GWAS Catalog
3460,DOID:8778,GWAS Catalog
355,DOID:1686,DisGeNET
2805,DOID:14268,DISEASES
2065,DOID:1612,DISEASES
3416,DOID:9352,DisGeNET
4973,DOID:3393,DISEASES;DisGeNET
5271,DOID:8893,DisGeNET
6853,DOID:1826,DISEASES
22948,DOID:2986,DisGeNET
3417,DOID:1612,DISEASES
7170,DOID:1781,DisGeNET
10481,DOID:1909,DisGeNET
7490,DOID:263,DISEASES;DisGeNET
1116,DOID:10763,DisGeNET
10203,DOID:6364,DISEASES
54790,DOID:2355,DISEASES
5444,DOID:1936,DISEASES;DOAF;DisGeNET
1181,DOID:1826,DISEASES;DOAF;DisGeNET
3596,DOID:824,DOAF
8718,DOID:14268,DISEASES
2747,DOID:14330,DisGeNET
6513,DOID:1192,DISEASES
5069,DOID:10763,DISEASES
5796,DOID:2377,GWAS Catalog
3060,DOID:9970,DISEASES;DisGeNET
5595,DOID:1324,DISEASES
85301,DOID:11119,GWAS Catalog
51312,DOID:2355,DisGeNET
7253,DOID:1459,DISEASES;DOAF;DisGeNET
9531,DOID:12930,DISEASES;GWAS Catalog
389015,DOID:10608,GWAS Catalog
80323,DOID:1595,GWAS Catalog
112609,DOID:9970,DISEASES;DisGeNET
9027,DOID:784,GWAS Catalog
3481,DOID:10652,DisGeNET
9131,DOID:9744,DisGeNET
5054,DOID:3083,DisGeNET
396,DOID:1612,DisGeNET
841,DOID:11934,DisGeNET
3356,DOID:10652,DISEASES;DOAF
3382,DOID:9744,DISEASES;DisGeNET
4325,DOID:1595,GWAS Catalog
6790,DOID:1909,DisGeNET
1513,DOID:11476,DISEASES
925,DOID:10608,DISEASES
6648,DOID:11054,DisGeNET
3459,DOID:3393,DisGeNET
8085,DOID:5041,DisGeNET
4868,DOID:10976,DISEASES;DisGeNET
23532,DOID:2531,DisGeNET
7080,DOID:4159,DISEASES
84181,DOID:1192,DisGeNET
6328,DOID:1826,DISEASES;DisGeNET
5213,DOID:3393,DisGeNET
1894,DOID:2986,DisGeNET
4826,DOID:1826,DISEASES
948,DOID:3393,DisGeNET
8000,DOID:10283,DISEASES;DisGeNET
2690,DOID:12849,DisGeNET
3273,DOID:1612,DisGeNET
7040,DOID:3083,DOAF;DisGeNET
7157,DOID:2531,DISEASES;DisGeNET
79685,DOID:11612,DisGeNET
4886,DOID:9970,DisGeNET
55743,DOID:10534,DisGeNET
8434,DOID:5099,DISEASES
199699,DOID:4159,DISEASES
652968,DOID:7148,GWAS Catalog
2694,DOID:2355,DISEASES
4524,DOID:2531,DISEASES;DisGeNET
4155,DOID:2377,DOAF;DisGeNET
94103,DOID:8778,GWAS Catalog
8876,DOID:3310,DisGeNET
1806,DOID:1612,DisGeNET
8790,DOID:263,DisGeNET
26610,DOID:1826,DISEASES
83854,DOID:9970,DisGeNET
81553,DOID:2986,DisGeNET
283093,DOID:1319,DISEASES
4093,DOID:10763,DisGeNET
9663,DOID:2355,DISEASES
90338,DOID:10283,DisGeNET
6198,DOID:12236,DisGeNET
1879,DOID:2531,DISEASES
54622,DOID:9352,GWAS Catalog
2200,DOID:418,DISEASES;DOAF
1365,DOID:10283,DisGeNET
135228,DOID:1612,DisGeNET
22796,DOID:10763,DISEASES
2033,DOID:5041,DisGeNET
7248,DOID:1826,DISEASES;DisGeNET
9173,DOID:4481,GWAS Catalog
8651,DOID:8778,GWAS Catalog
735,DOID:10871,DISEASES;DisGeNET
7941,DOID:1936,DISEASES;DOAF
639,DOID:8577,DisGeNET
10085,DOID:7147,GWAS Catalog
1950,DOID:1324,DISEASES
3952,DOID:2841,DOAF
6240,DOID:1324,DISEASES;DisGeNET
6369,DOID:2841,DISEASES
9507,DOID:10652,DisGeNET
7040,DOID:418,DISEASES;DOAF
6696,DOID:3070,DisGeNET
5859,DOID:1826,DISEASES
150223,DOID:8778,GWAS Catalog
386653,DOID:3310,DISEASES;DOAF;DisGeNET
213,DOID:784,DISEASES;DisGeNET
836,DOID:1909,DISEASES
5621,DOID:5419,DOAF
10479,DOID:1826,DISEASES
207,DOID:3565,DisGeNET
4990,DOID:9835,DisGeNET;GWAS Catalog
51284,DOID:4159,DISEASES
84181,DOID:11054,DisGeNET
254122,DOID:1612,GWAS Catalog
4312,DOID:824,DISEASES;DOAF
3586,DOID:1324,DisGeNET
3949,DOID:3393,DOAF;DisGeNET;GWAS Catalog
5329,DOID:3565,DOAF
8912,DOID:1826,DISEASES;DOAF;DisGeNET
3605,DOID:1936,DOAF
4162,DOID:2994,DISEASES
1398,DOID:3393,DisGeNET
5243,DOID:3953,DisGeNET
8202,DOID:1324,DisGeNET
55275,DOID:10283,GWAS Catalog
7076,DOID:7148,DISEASES
7517,DOID:1909,DisGeNET
3667,DOID:784,DisGeNET
9510,DOID:3393,DisGeNET
10239,DOID:9352,DisGeNET;GWAS Catalog
54546,DOID:8577,GWAS Catalog
340152,DOID:2531,DISEASES
3559,DOID:2377,DISEASES;DOAF;DisGeNET;GWAS Catalog
250,DOID:3571,DISEASES
4151,DOID:1192,DISEASES
2932,DOID:3393,DisGeNET
51379,DOID:2986,DisGeNET
5244,DOID:14268,DISEASES;DisGeNET
1378,DOID:2531,DISEASES
356,DOID:12930,DisGeNET
3976,DOID:2986,DisGeNET
7134,DOID:12930,DISEASES;DOAF
7133,DOID:8893,DISEASES
1021,DOID:7148,DisGeNET;GWAS Catalog
999,DOID:3571,DISEASES
208,DOID:1612,DisGeNET
4153,DOID:2841,DOAF
1996,DOID:2377,DISEASES
5743,DOID:2841,DOAF;DisGeNET
389058,DOID:10283,DisGeNET
10111,DOID:2841,DisGeNET
3605,DOID:824,DISEASES;DOAF;DisGeNET
23191,DOID:12849,DISEASES
6461,DOID:2355,DISEASES
142,DOID:1936,DisGeNET
3350,DOID:3312,DISEASES
5801,DOID:9835,GWAS Catalog
115294,DOID:1686,DISEASES
7040,DOID:10652,DOAF
346653,DOID:2994,DISEASES
1795,DOID:14330,DISEASES
6532,DOID:9970,DOAF
286753,DOID:9835,DISEASES
22884,DOID:784,GWAS Catalog
2335,DOID:7148,DISEASES
10678,DOID:12361,DisGeNET
55,DOID:10283,DisGeNET
6648,DOID:12930,DisGeNET
7040,DOID:4481,DOAF
1026,DOID:2043,DOAF
9971,DOID:3571,DisGeNET
4838,DOID:1909,DOAF
10666,DOID:9074,DOAF
366,DOID:2531,DisGeNET
90,DOID:2986,DisGeNET
2260,DOID:1324,DisGeNET
51684,DOID:3070,DISEASES
259197,DOID:12365,DisGeNET
1855,DOID:3393,DisGeNET
2944,DOID:1936,DisGeNET
3098,DOID:3393,DisGeNET
319100,DOID:5419,DOAF
7345,DOID:14330,DISEASES;DOAF
1232,DOID:1826,DisGeNET
10479,DOID:2986,DisGeNET
23293,DOID:5419,GWAS Catalog
1191,DOID:10652,DISEASES;DOAF;DisGeNET;GWAS Catalog
823,DOID:1909,DisGeNET
7534,DOID:2986,DisGeNET
6934,DOID:9970,DOAF
2952,DOID:1612,DisGeNET
147040,DOID:1319,DISEASES
171558,DOID:11612,DisGeNET
85480,DOID:4481,DISEASES;DOAF;GWAS Catalog
7096,DOID:2841,DISEASES;GWAS Catalog
4524,DOID:784,DisGeNET
5580,DOID:9970,DisGeNET
115352,DOID:12361,DISEASES;DOAF;DisGeNET;GWAS Catalog
2665,DOID:1793,DISEASES
6774,DOID:2394,DisGeNET
8651,DOID:1909,DOAF
3181,DOID:7148,DisGeNET
374,DOID:3070,DisGeNET
10576,DOID:11476,DisGeNET
3371,DOID:3070,DISEASES;DisGeNET
441478,DOID:1612,DISEASES
3418,DOID:4606,DisGeNET
7358,DOID:3571,DisGeNET
6640,DOID:1826,DisGeNET
7039,DOID:11934,DisGeNET
4747,DOID:332,DOAF
5243,DOID:1826,DISEASES;DOAF;DisGeNET
7080,DOID:1324,DISEASES
598,DOID:219,DISEASES
6513,DOID:9352,DisGeNET
7827,DOID:1312,DISEASES;DOAF;DisGeNET
60685,DOID:9352,DisGeNET;GWAS Catalog
5743,DOID:10534,DisGeNET
6223,DOID:10283,DisGeNET
1890,DOID:10534,DisGeNET
201799,DOID:9352,GWAS Catalog
463,DOID:10283,DISEASES;DisGeNET
7163,DOID:7148,GWAS Catalog
6507,DOID:1826,DISEASES;DisGeNET
5788,DOID:2531,DISEASES
3035,DOID:263,DisGeNET
3569,DOID:10283,DISEASES;DisGeNET
942,DOID:2531,DISEASES;DisGeNET
3953,DOID:9970,DISEASES;DOAF;DisGeNET;GWAS Catalog
54535,DOID:10283,DisGeNET
3687,DOID:9074,DisGeNET
345,DOID:9970,DISEASES
7001,DOID:2531,DisGeNET
581,DOID:3393,DisGeNET
301,DOID:5041,DisGeNET
23493,DOID:1793,DisGeNET
1513,DOID:8398,DISEASES
