chembl_id,uniprot,mechanism,action_type
CHEMBL1201729,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1201729,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1201729,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1201729,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200984,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200984,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200984,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200984,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1280,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1280,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1280,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1280,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL193,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL193,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL193,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL193,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200805,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200805,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200805,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200805,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200402,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200402,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200402,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200402,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200326,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200326,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200326,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1200326,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1428,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1428,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1428,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1428,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1726,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1726,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1726,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1726,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1480,Q13936,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1480,Q13698,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1480,Q01668,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL1480,O60840,Voltage-gated L-type calcium channel blocker,BLOCKER
CHEMBL218394,D2K2A8,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",INHIBITOR
CHEMBL218394,A3EZI9,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",INHIBITOR
CHEMBL231813,D2K2A8,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",INHIBITOR
CHEMBL231813,A3EZI9,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",INHIBITOR
CHEMBL1201092,P06276,Cholinesterases; ACHE & BCHE inhibitor,INHIBITOR
CHEMBL1201092,P22303,Cholinesterases; ACHE & BCHE inhibitor,INHIBITOR
CHEMBL636,P06276,Cholinesterases; ACHE & BCHE inhibitor,INHIBITOR
CHEMBL636,P22303,Cholinesterases; ACHE & BCHE inhibitor,INHIBITOR
CHEMBL1677,P06276,Cholinesterases; ACHE & BCHE inhibitor,INHIBITOR
CHEMBL1677,P22303,Cholinesterases; ACHE & BCHE inhibitor,INHIBITOR
CHEMBL1201834,P01584,Interleukin-1 beta inhibitor,INHIBITOR
CHEMBL1201830,P01584,Interleukin-1 beta inhibitor,INHIBITOR
CHEMBL1569,P06821,Matrix protein 2 inhibitor,INHIBITOR
CHEMBL1237082,P30926,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL1237082,P32297,Neuronal acetylcholine receptor; alpha3/beta4 negative allosteric modulator,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL1318287,P30926,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,ANTAGONIST
CHEMBL1318287,P32297,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,ANTAGONIST
CHEMBL1245,P30926,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,ANTAGONIST
CHEMBL1245,P32297,Neuronal acetylcholine receptor; alpha3/beta4 antagonist,ANTAGONIST
CHEMBL1201584,P05106,Integrin alpha-V/beta-3 inhibitor,INHIBITOR
CHEMBL1201584,P06756,Integrin alpha-V/beta-3 inhibitor,INHIBITOR
CHEMBL1201607,P05556,Integrin alpha-4/beta-1 inhibitor,INHIBITOR
CHEMBL1201607,P13612,Integrin alpha-4/beta-1 inhibitor,INHIBITOR
CHEMBL2107333,Q14145,Kelch-like ECH-associated protein 1 inhibitor,INHIBITOR
CHEMBL928,Q15413,Ryanodine receptor 3 antagonist,ANTAGONIST
CHEMBL3545058,P10827,Thyroid hormone receptor agonist,AGONIST
CHEMBL3545058,P10828,Thyroid hormone receptor agonist,AGONIST
CHEMBL1201119,P10827,Thyroid hormone receptor agonist,AGONIST
CHEMBL1201119,P10828,Thyroid hormone receptor agonist,AGONIST
CHEMBL559,P10827,Thyroid hormone receptor agonist,AGONIST
CHEMBL559,P10828,Thyroid hormone receptor agonist,AGONIST
CHEMBL1544,P10827,Thyroid hormone receptor agonist,AGONIST
CHEMBL1544,P10828,Thyroid hormone receptor agonist,AGONIST
CHEMBL2103741,P10827,Thyroid hormone receptor agonist,AGONIST
CHEMBL2103741,P10828,Thyroid hormone receptor agonist,AGONIST
CHEMBL1200682,Q9UBS5,GABA-B receptor agonist,AGONIST
CHEMBL1200682,O75899,GABA-B receptor agonist,AGONIST
CHEMBL701,Q9UBS5,GABA-B receptor agonist,AGONIST
CHEMBL701,O75899,GABA-B receptor agonist,AGONIST
CHEMBL1337,P32754,4-hydroxyphenylpyruvate dioxygenase inhibitor,INHIBITOR
CHEMBL1685,P41145,Kappa opioid receptor antagonist,ANTAGONIST
CHEMBL1200543,P41145,Kappa opioid receptor agonist,AGONIST
CHEMBL1201047,P41145,Kappa opioid receptor agonist,AGONIST
CHEMBL511142,P41145,Kappa opioid receptor agonist,AGONIST
CHEMBL2368861,P41145,Kappa opioid receptor agonist,AGONIST
CHEMBL299400,P41145,Kappa opioid receptor partial agonist,PARTIAL AGONIST
CHEMBL2062276,P41145,Kappa opioid receptor partial agonist,PARTIAL AGONIST
CHEMBL1201037,P11926,Ornithine decarboxylase inhibitor,INHIBITOR
CHEMBL1200585,P10275,Androgen Receptor agonist,AGONIST
CHEMBL806,P10275,Androgen Receptor antagonist,ANTAGONIST
CHEMBL1274,P10275,Androgen Receptor antagonist,ANTAGONIST
CHEMBL1201048,P10275,Androgen Receptor agonist,AGONIST
CHEMBL409,P10275,Androgen Receptor antagonist,ANTAGONIST
CHEMBL1395,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1200623,P10275,Androgen Receptor agonist,AGONIST
CHEMBL2079587,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1170,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1200335,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1200946,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1200436,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1201101,P10275,Androgen Receptor agonist,AGONIST
CHEMBL386630,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1445,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1082407,P10275,Androgen Receptor antagonist,ANTAGONIST
CHEMBL1200412,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1479,P10275,Androgen Receptor agonist,AGONIST
CHEMBL1516474,Q13639,Serotonin 4 (5-HT4) receptor partial agonist,PARTIAL AGONIST
CHEMBL1200788,Q13639,Serotonin 4 (5-HT4) receptor agonist,AGONIST
CHEMBL1200940,Q13639,Serotonin 4 (5-HT4) receptor agonist,AGONIST
CHEMBL1084172,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL714,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1200444,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1200893,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1201061,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1951071,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1200405,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1082607,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1367605,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1789842,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1315867,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL3989693,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL3989798,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1568057,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1441059,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1201153,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1200947,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL521606,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1201731,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1200745,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL2361370,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1201063,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1671,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL500,P07550,Beta-2 adrenergic receptor partial agonist,PARTIAL AGONIST
CHEMBL1700,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1200920,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1201177,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1200870,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL499,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1200418,P07550,Beta-2 adrenergic receptor agonist,AGONIST
CHEMBL1201115,P07550,Beta-2 adrenergic receptor antagonist,ANTAGONIST
CHEMBL1695,P30531,GABA transporter 1 inhibitor,INHIBITOR
CHEMBL1670,P15538,Cytochrome P450 11B1 inhibitor,INHIBITOR
CHEMBL1201587,P31358,CAMPATH-1 antigen inhibitor,INHIBITOR
CHEMBL1471,P25103,Neurokinin 1 receptor antagonist,ANTAGONIST
CHEMBL1201782,P25103,Neurokinin 1 receptor antagonist,ANTAGONIST
CHEMBL231779,P00742,Coagulation factor X inhibitor,INHIBITOR
CHEMBL198362,P00742,Coagulation factor X inhibitor,INHIBITOR
CHEMBL1518,P49895,Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI) inhibitor,INHIBITOR
CHEMBL1138,Q9UHC9,Niemann-Pick C1-like protein 1 inhibitor,INHIBITOR
CHEMBL771,P9WQA9,Alanine racemase inhibitor,INHIBITOR
CHEMBL2096642,Q14432,Phosphodiesterase 3A inhibitor,INHIBITOR
CHEMBL799,Q14432,Phosphodiesterase 3A inhibitor,INHIBITOR
CHEMBL1200977,Q14432,Phosphodiesterase 3A inhibitor,INHIBITOR
CHEMBL1752,Q14432,Phosphodiesterase 3A inhibitor,INHIBITOR
CHEMBL89598,P80404,Gamma-amino-N-butyrate transaminase inhibitor,INHIBITOR
CHEMBL1201573,Q14626,Interleukin 11 receptor alpha agonist,AGONIST
CHEMBL374478,P0A8V2,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL374478,P0A7Z4,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL374478,P0A8T7,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL374478,P0A800,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL444633,P0A8V2,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL444633,P0A7Z4,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL444633,P0A8T7,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL444633,P0A800,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1660,P0A8V2,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1660,P0A7Z4,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1660,P0A8T7,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1660,P0A800,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1617,P0A8V2,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1617,P0A7Z4,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1617,P0A8T7,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1617,P0A800,Bacterial DNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL264241,O13428,"1,3-beta-glucan synthase inhibitor",INHIBITOR
CHEMBL5314378,O13428,"1,3-beta-glucan synthase inhibitor",INHIBITOR
CHEMBL1237070,O13428,"1,3-beta-glucan synthase inhibitor",INHIBITOR
CHEMBL5314378,Q4WLT4,"1,3-beta-glucan synthase inhibitor",INHIBITOR
CHEMBL2095208,P08684,Cytochrome P450 3A inhibitor,INHIBITOR
CHEMBL2095208,P20815,Cytochrome P450 3A inhibitor,INHIBITOR
CHEMBL2095208,Q9HB55,Cytochrome P450 3A inhibitor,INHIBITOR
CHEMBL2095208,P24462,Cytochrome P450 3A inhibitor,INHIBITOR
CHEMBL3989678,A0A1I7W5Q0,Nematode GABA-A receptor positive modulator,POSITIVE MODULATOR
CHEMBL3989678,A0A1I7W5G9,Nematode GABA-A receptor positive modulator,POSITIVE MODULATOR
CHEMBL937,A0A1I7W5Q0,Nematode GABA-A receptor positive modulator,POSITIVE MODULATOR
CHEMBL937,A0A1I7W5G9,Nematode GABA-A receptor positive modulator,POSITIVE MODULATOR
CHEMBL496,P0AEK4,Bacterial enoyl-[acyl-carrier-protein] reductase inhibitor,INHIBITOR
CHEMBL849,P0AEK4,Bacterial enoyl-[acyl-carrier-protein] reductase inhibitor,INHIBITOR
CHEMBL1200397,Q4JEY0,Squalene monooxygenase inhibitor,INHIBITOR
CHEMBL1200832,Q4JEY0,Squalene monooxygenase inhibitor,INHIBITOR
CHEMBL822,Q4JEY0,Squalene monooxygenase inhibitor,INHIBITOR
CHEMBL1200493,Q4JEY0,Squalene monooxygenase inhibitor,INHIBITOR
CHEMBL1463,P12461,Thymidylate synthase inhibitor,INHIBITOR
CHEMBL2105662,P55157,Microsomal triglyceride transfer protein inhibitor,INHIBITOR
CHEMBL2105662,P07237,Microsomal triglyceride transfer protein inhibitor,INHIBITOR
CHEMBL734,Q03282,Bacterial urease inhibitor,INHIBITOR
CHEMBL734,Q03283,Bacterial urease inhibitor,INHIBITOR
CHEMBL734,Q03284,Bacterial urease inhibitor,INHIBITOR
CHEMBL1200453,P10211,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P10228,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,Q69091,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P04488,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P06484,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P06477,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P06487,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P06480,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P68331,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P10185,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,P04288,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1200453,O09800,Envelope glycoprotein inhibitor,INHIBITOR
CHEMBL1742990,P42081,T-lymphocyte activation antigen CD86 inhibitor,INHIBITOR
CHEMBL1201823,P42081,T-lymphocyte activation antigen CD86 inhibitor,INHIBITOR
CHEMBL1201823,P33681,T-lymphocyte activation antigen CD80 inhibitor,INHIBITOR
CHEMBL1742990,P33681,T-lymphocyte activation antigen CD80 inhibitor,INHIBITOR
CHEMBL1789843,Q9Y275,Tumor necrosis factor ligand superfamily member 13B inhibitor,INHIBITOR
CHEMBL2108035,P60880,Synaptosomal nerve-associated protein 25 (SNAP-25) inhibitor,INHIBITOR
CHEMBL2108570,P60880,Synaptosomal nerve-associated protein 25 (SNAP-25) inhibitor,INHIBITOR
CHEMBL1201574,P60880,Synaptosomal nerve-associated protein 25 (SNAP-25) inhibitor,INHIBITOR
CHEMBL1201569,P63027,Vesicle-associated membrane protein 2 inhibitor,INHIBITOR
CHEMBL1742994,P28908,Tumor necrosis factor receptor superfamily member 8 binding agent,BINDING AGENT
CHEMBL1237023,O14788,Tumor necrosis factor ligand superfamily member 11 inhibitor,INHIBITOR
CHEMBL1201828,P01031,Complement C5 inhibitor,INHIBITOR
CHEMBL1789844,P16410,Cytotoxic T-lymphocyte protein 4 inhibitor,INHIBITOR
CHEMBL1201586,Q89535,Fusion glycoprotein F0 inhibitor,INHIBITOR
CHEMBL1201041,Q51504,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1201041,Q9X6V3,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1201041,Q9X6W0,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1201041,Q51505,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1201041,Q9X6V7,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1201041,Q07806,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1200388,P72355,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1200388,Q9XDB3,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1200388,Q53707,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1200388,Q53729,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL1200388,Q53725,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL3181832,P72355,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL3181832,Q9XDB3,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL3181832,Q53707,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL3181832,Q53729,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL3181832,Q53725,Penicillin-binding protein inhibitor,INHIBITOR
CHEMBL2095222,P25391,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P24043,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q16787,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q16363,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,O15230,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P07942,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P55268,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q13751,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,A4D0S4,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P11047,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q13753,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q9Y6N6,Laminin hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P08123,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P02452,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P02458,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P02461,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P02462,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P20908,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P12109,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P12107,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P39059,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P39060,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,Q17RW2,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,Q8IZC6,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,Q2UY09,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P08572,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P05997,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P12110,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P13942,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,Q01955,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P25940,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P12111,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P53420,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,P29400,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,A8TX70,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,Q14031,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2108709,A6NMZ7,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P08123,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P02452,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P02458,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P02461,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P02462,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P20908,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P12109,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P12107,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P39059,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P39060,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q17RW2,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q8IZC6,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q2UY09,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P08572,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P05997,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P12110,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P13942,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q01955,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P25940,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P12111,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P53420,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,P29400,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,A8TX70,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,Q14031,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL2095222,A6NMZ7,Collagen hydrolytic enzyme,HYDROLYTIC ENZYME
CHEMBL451887,Q99460,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P49721,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P20618,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P28074,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P28062,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P28065,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P28072,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,O00487,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P25786,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P25787,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P25788,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P25789,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P28066,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P60900,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,O14818,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,Q8TAA3,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P40306,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,A5LHX3,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P49720,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P28070,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,Q99436,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,Q16186,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P35998,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P62191,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P43686,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P62333,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P17980,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P62195,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,Q13200,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,O43242,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,O00232,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,O00231,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,Q15008,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P51665,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,Q9UNM6,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P55036,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P48556,26S proteasome inhibitor,INHIBITOR
CHEMBL451887,P60896,26S proteasome inhibitor,INHIBITOR
CHEMBL1201131,E0VCW8,Cytochrome P450 inhibitor,INHIBITOR
CHEMBL1201131,E0VXT9,Cytochrome P450 inhibitor,INHIBITOR
CHEMBL1201131,E0VBK5,Cytochrome P450 inhibitor,INHIBITOR
